"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","t","h","p","pm10","so2","no2","pm25","co","o3","w","r","wd","d","time_estern","uvi","mepaqi","pm1","time_estern"
"4003","Cheongcheon-myeon, Chungbuk",26,4535,"127.804682","36.730926","http://aqicn.org/city/korea/chungbuk/cheongcheon-myeon/","o3","2017-03-25 07:00:00","+09:00",4.7,86,1021.1,26,2.9,3.8,NA,3.4,26.4,0.7,0.5,112.5,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4004","Geumam-dong, Jeonbuk",158,4536,"35.836971","127.133025","http://aqicn.org/city/korea/jeonbuk/geumam-dong/","pm25","2017-03-25 07:00:00","+09:00",6,96,1020.1,73,4.3,32.5,158,7.8,NA,0.8,1.1,112.5,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4005","Unam-myeon, Jeonbuk",59,4537,"35.610533","127.186217","http://aqicn.org/city/korea/jeonbuk/unam-myeon/","pm10","2017-03-25 07:00:00","+09:00",4.6,93,1020.9,59,4.3,6.5,NA,3.4,18.4,0.4,1.5,22.5,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4006","Seokbawi, Incheon",74,4538,"37.457778","126.690833","http://aqicn.org/city/korea/incheon/seokbawi/","pm25","2017-03-25 07:00:00","+09:00",4.8,73,1019.6,51,14.3,51.1,74,5.6,0.8,2,NA,180,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4007","Bupyeongyeok, Incheon",53,4539,"37.482874","126.704943","http://aqicn.org/city/korea/incheon/bupyeongyeok/","pm10","2017-03-25 07:00:00","+09:00",4.8,73,1019.6,53,12.9,38,NA,5.6,4.8,2,NA,180,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4008","Songhyeon, Incheon",46,4540,"37.480664","126.63582","http://aqicn.org/city/korea/incheon/songhyeon/","pm10","2017-03-25 07:00:00","+09:00",4.8,73,1019.6,46,44.3,29.7,NA,6.7,7.3,2,NA,180,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4009","Gyenamgongwon, Gyeonggi",73,4541,"37.506538","126.759193","http://aqicn.org/city/korea/gyeonggi/gyenamgongwon/","pm10","2017-03-25 07:00:00","+09:00",4.8,73,1019.6,73,11.5,62,NA,7.8,5.6,2,NA,180,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4010","Seokmo-ri, Incheon",78,4542,"37.70805","126.28135","http://aqicn.org/city/korea/incheon/seokmo-ri/","pm25","2017-03-25 07:00:00","+09:00",2.6,67,1019.7,44,1.5,4.7,78,3.4,24.8,1,NA,22.5,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4011","Deokjeokdo, Incheon",45,4543,"37.233041","126.149272","http://aqicn.org/city/korea/incheon/deokjeokdo/","o3","2017-03-25 07:00:00","+09:00",3.19,69,1019,30,5.8,2.8,NA,3.4,44.8,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4012","Baekryeongdo, Incheon",93,4544,"37.938413","124.645669","http://aqicn.org/city/korea/incheon/baekryeongdo/","pm25","2017-03-25 07:00:00","+09:00",3,75,1019.7,34,1.5,3.8,93,2.3,41.6,1.2,NA,337.5,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4013","Miyatacho, Hitachi, Ibaraki",38,4545,"36.6015342","140.6511442","http://aqicn.org/city/japan/rilishi/rilishiyisuo/","pm25","2017-03-25 07:00:00","+09:00",6.49,100,1016,18,5.8,7.5,38,NA,27.2,0.12,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4014","Terada, Toride, Ibaraki",57,4546,"140.0500351","35.9114415","http://aqicn.org/city/japan/qushoushi/qushoushiyisuo/","pm25","2017-03-25 07:00:00","+09:00",2.28,56,1020,12,2.9,19.5,57,1.2,9.6,0.06,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4015","Hyakurakuen, Nara, Nara",34,4701,"34.7001702","135.7428636","http://aqicn.org/city/japan/narashi/seibutaikiosensokuteikyoku/","pm25","2017-03-25 05:00:00","+09:00",NA,NA,NA,21,2.9,9.3,34,2.3,16.8,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4016","Hyakurakuen, Nara, Nara",46,4547,"34.7001702","135.7428636","http://aqicn.org/city/japan/nailiangshi/xibu/","pm25","2017-03-25 06:00:00","+09:00",4.15,64,1021,16,2.9,12.1,46,3.4,12.1,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4017","Mizumamachi Tamamitsu, Kurume, Fukuoka",50,4548,"33.2544639","130.4668503","http://aqicn.org/city/japan/jiuliumishi/sanzhuzhongxuexiao/","pm25","2017-03-25 07:00:00","+09:00",8.15,70,1018,10,1.5,5.6,50,NA,28.9,2.3,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4018","Showamachi, Izumi, Kagoshima",57,4549,"130.3573222","32.0857892","http://aqicn.org/city/japan/chushuishi/chushui/","pm25","2017-03-25 06:00:00","+09:00",6.15,100,1017,22,1.5,1.9,57,NA,29.6,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4019","Kasedakawabata, Minamisatsuma, Kagoshima",63,4550,"130.3233103","31.4165955","http://aqicn.org/city/japan/minamisatsumashi/minamisatsuma/","pm25","2017-03-25 06:00:00","+09:00",6.15,100,1030.69,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4020","Vredeweg, Vredepeel",45,4551,"51.54052","5.85307","http://aqicn.org/city/netherland/vredepeel/vredeweg/","pm25","2017-03-24 23:00:00","+01:00",8.18,65,1032,18,NA,8.1,45,NA,27.9,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4021","Opfergeltstraat, Wijnandsrade",18,4552,"50.90228","5.881748","http://aqicn.org/city/netherland/wijnandsrade/opfergeltstraat/","o3","2017-03-24 23:00:00","+01:00",7.14,65,1031,18,NA,12.8,NA,NA,18.2,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4022","Biestsestraat, Biest Houtakker",92,4553,"51.51844","5.14845","http://aqicn.org/city/netherland/biest-houtakker/biestsestraat/","pm25","2017-03-24 23:00:00","+01:00",8.76,65,1031,16,NA,8.1,92,NA,22.8,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4023","Vennekenstraat, Huijbergen",21,4554,"51.43444","4.359835","http://aqicn.org/city/netherland/huijbergen/vennekenstraat/","o3","2017-03-24 23:00:00","+01:00",8.66,65,1031,15,NA,8.2,NA,NA,20.7,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4024","Groeneweg, Westmaas",22,4555,"4.450529","51.786579","http://aqicn.org/city/netherland/westmaas/groeneweg/","pm10","2017-03-24 23:00:00","+01:00",8.15,70,1032,22,NA,7.5,NA,NA,21.1,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4025","Vogelaarsdreef, De Zilk",49,4556,"52.296556","4.510817","http://aqicn.org/city/netherland/de-zilk/vogelaarsdreef/","pm25","2017-03-24 23:00:00","+01:00",8.76,65,1031,23,1.1,10.3,49,NA,19.6,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4026","Medemblikkerweg, Wieringerwerf",51,4557,"52.803657","5.050509","http://aqicn.org/city/netherland/wieringerwerf/medemblikkerweg/","pm25","2017-03-24 23:00:00","+01:00",6.99,75,1034,3,NA,4.6,51,NA,27.1,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4027","Hoekwantweg, Biddinghuizen",16,4558,"52.44871","5.61921","http://aqicn.org/city/netherland/biddinghuizen/hoekwantweg/","o3","2017-03-24 23:00:00","+01:00",8.18,65,1032,13,NA,NA,NA,NA,15.6,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4028","Oude Meije, Zegveld",36,4559,"52.13795","4.83819","http://aqicn.org/city/netherland/zegveld/oude-meije/","pm10","2017-03-24 23:00:00","+01:00",8.76,65,1031,36,0.5,6.3,NA,NA,19.9,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4029","Wielsekade, Cabauw",45,4560,"51.974489","4.923301","http://aqicn.org/city/netherland/cabauw/wielsekade/","pm25","2017-03-24 23:00:00","+01:00",8.76,65,1031,18,0.5,6.6,45,2.2,20.4,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4030","Lintveldseweg, Eibergen",26,4561,"52.091801","6.605367","http://aqicn.org/city/netherland/eibergen/lintveldseweg/","o3","2017-03-24 23:00:00","+01:00",6.77,65,1031,14,1,5.5,NA,NA,25.9,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4031","Riemterdijk, Wekerom",37,4562,"52.111621","5.708419","http://aqicn.org/city/netherland/wekerom/riemterdijk/","pm25","2017-03-24 23:00:00","+01:00",8.18,65,1032,18,NA,5.5,37,NA,25.9,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4032","Luttenbergerweg, Hellendoorn",24,4563,"52.38833","6.402919","http://aqicn.org/city/netherland/hellendoorn/luttenbergerweg/","o3","2017-03-24 23:00:00","+01:00",8.18,65,1032,22,NA,6.2,NA,NA,23.9,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4033","De Veenen, Barsbeek",22,4564,"52.654144","6.017571","http://aqicn.org/city/netherland/barsbeek/de-veenen/","o3","2017-03-24 23:00:00","+01:00",3.65,80,1034,15,NA,5.1,NA,NA,21.6,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4034","Trophornsterweg, Balk",20,4565,"52.916915","5.573491","http://aqicn.org/city/netherland/balk/trophornsterweg/","o3","2017-03-24 23:00:00","+01:00",3.65,80,1034,18,NA,4,NA,NA,19.8,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4035","Noorderdiep, Valthermond",20,4566,"52.875725","6.932432","http://aqicn.org/city/netherland/valthermond/noorderdiep/","o3","2017-03-24 23:00:00","+01:00",4.16,80,1034,17,NA,6.4,NA,NA,20.3,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4036","Hooge Zuidwal, Kollumerwaard",42,4567,"53.330425","6.276815","http://aqicn.org/city/netherland/kollumerwaard/hooge-zuidwal/","pm25","2017-03-24 23:00:00","+01:00",3.65,80,1034,23,0.6,6,42,NA,22.1,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4037","Jamboreepad, Heerlen",68,4568,"50.90032","5.986853","http://aqicn.org/city/netherland/heerlen/jamboreepad/","pm25","2017-03-24 23:00:00","+01:00",7.14,65,1031,24,NA,12.9,68,NA,19,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4038","Bastenakenstraat, Breda",35,4569,"51.60308","4.781016","http://aqicn.org/city/netherland/breda/bastenakenstraat/","pm25","2017-03-24 23:00:00","+01:00",8.76,65,1031,20,NA,10.4,35,NA,19.7,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4039","Europalaan, Veldhoven",52,4570,"51.407365","5.393328","http://aqicn.org/city/netherland/veldhoven/europalaan/","pm25","2017-03-24 23:00:00","+01:00",8.48,61,1031,20,NA,8.3,52,NA,23,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4040","Rebecquestraat, Den Haag",49,4571,"52.077148","4.289185","http://aqicn.org/city/netherland/den-haag/rebecquestraat/","pm25","2017-03-24 23:00:00","+01:00",8.15,70,1032,22,NA,10.7,49,NA,22.4,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4041","Schiedamsevest, Rotterdam",51,4572,"51.914233","4.479923","http://aqicn.org/city/netherland/rotterdam/schiedamsevest/","pm25","2017-03-24 23:00:00","+01:00",8.15,70,1032,17,NA,13.6,51,NA,20.2,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4042","Bamendaweg, Dordrecht",22,4573,"51.800658","4.708239","http://aqicn.org/city/netherland/dordrecht/bamendaweg/","o3","2017-03-24 23:00:00","+01:00",8.76,65,1031,18,NA,9.5,NA,NA,22.1,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4043","Bleriotlaan, Den Haag",24,4574,"4.359376","52.039023","http://aqicn.org/city/netherland/den-haag/bleriotlaan/","pm10","2017-03-24 23:00:00","+01:00",8.15,70,1032,24,NA,9.2,NA,NA,20.9,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4044","Looierstraat, Heerlen",32,4575,"50.88796","5.970496","http://aqicn.org/city/netherland/heerlen/looierstraat/","pm25","2017-03-24 23:00:00","+01:00",7.14,65,1031,31,NA,17.6,32,NA,19,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4045","Genovevalaan, Eindhoven",21,4576,"51.46866","5.47235","http://aqicn.org/city/netherland/eindhoven/genovevalaan/","o3","2017-03-24 23:00:00","+01:00",8.48,61,1031,15,NA,9.5,NA,NA,21.1,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4046","Noordbrabantlaan, Eindhoven",21,4577,"51.44416","5.444833","http://aqicn.org/city/netherland/eindhoven/noordbrabantlaan/","o3","2017-03-24 23:00:00","+01:00",8.48,61,1031,16,NA,10.5,NA,NA,21.1,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4047","Tilburgseweg, Breda",51,4578,"51.59353","4.824944","http://aqicn.org/city/netherland/breda/tilburgseweg/","pm25","2017-03-24 23:00:00","+01:00",8.76,65,1031,18,NA,13.9,51,NA,19.7,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4048","Floreslaan, Vlaardingen",49,4579,"51.910474","4.326303","http://aqicn.org/city/netherland/vlaardingen/floreslaan/","pm25","2017-03-24 23:00:00","+01:00",8.15,70,1032,21,NA,11,49,NA,20.7,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4049","Amsterdamse Veerkade, Den Haag",25,4580,"52.075071","4.315872","http://aqicn.org/city/netherland/den-haag/amsterdamse-veerkade/","pm10","2017-03-24 23:00:00","+01:00",8.15,70,1032,25,NA,14,NA,NA,22.4,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4050","Bentinckplein, Rotterdam",76,4582,"51.92711","4.46134","http://aqicn.org/city/netherland/rotterdam/bentinckplein/","pm25","2017-03-24 11:00:00","+01:00",10.67,71,1029,NA,NA,NA,76,NA,20,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4051","de Jongweg, Utrecht",20,4584,"5.124464","52.105031","http://aqicn.org/city/netherland/utrecht/de-jongweg/","o3","2017-03-24 23:00:00","+01:00",8.76,65,1031,16,NA,10.2,30,NA,20.3,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4052","Erzeijstraat, Utrecht",21,4585,"52.067748","5.120507","http://aqicn.org/city/netherland/utrecht/erzeijstraat/","o3","2017-03-24 23:00:00","+01:00",8.76,65,1031,13,0.5,11.1,NA,2.2,21.1,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4053","Snelweg, Breukelen",52,4586,"52.20153","4.987444","http://aqicn.org/city/netherland/breukelen/snelweg/","pm25","2017-03-24 23:00:00","+01:00",8.76,65,1031,15,NA,7.2,52,NA,19.8,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4054","Graafseweg, Nijmegen",42,4587,"51.841372","5.857777","http://aqicn.org/city/netherland/nijmegen/graafseweg/","pm25","2017-03-24 23:00:00","+01:00",8.18,65,1032,22,NA,19.7,42,3.5,23.9,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4055","Europaweg, Groningen",53,4588,"53.217796","6.578901","http://aqicn.org/city/netherland/groningen/europaweg/","pm25","2017-03-24 23:00:00","+01:00",4.16,80,1034,38,NA,13.8,53,NA,24,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4056","Lisieux Parc de evêchés",16,4594,"49.1472314829297","0.22722246831575","http://aqicn.org/city/france/normandie/lisieux-parc-de-eveches/","o3",NA,"2017-02-08 13:00:00",7,75,1025,24,NA,11,NA,NA,16,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4057","Evreux centre",20,4595,"49.0213545094737","1.14832205198037","http://aqicn.org/city/france/normandie/evreux-centre/","o3",NA,"2017-02-08 13:00:00",7,73,1024,5,NA,19,NA,NA,20,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4058","Centre, école Herriot, Le Havre",NA,4596,"49.4896322869577","0.100702489901362","http://aqicn.org/city/france/le-havre/centre--ecole-herriot/","","","+0100",8.94,93,1019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4059","Cherbourg Rue Paul Doumer",26,4601,"49.6363652434001","-1.62666731502932","http://aqicn.org/city/france/normandie/cherbourg-rue-paul-doumer/","o3",NA,"2017-02-08 13:00:00",7,84,1026,15,NA,9,NA,NA,26,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4060","Saint-Lô Eglise Sainte-Croix",22,4603,"49.1164068386796","-1.08472370493427","http://aqicn.org/city/france/normandie/saint-lo-eglise-sainte-croix/","o3",NA,"2017-02-08 13:00:00",6,93,1025,14,NA,6,NA,NA,22,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4061","Alençon Météo-France",25,4605,"48.4455319865787","0.110833528243159","http://aqicn.org/city/france/normandie/alencon-meteo-france/","o3",NA,"2017-02-08 13:00:00",8,75,1025,17,NA,4,NA,NA,25,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4062","Caen Chemin-Vert Square Schuman",13,4606,"49.1922082793814","-0.391111312781115","http://aqicn.org/city/france/normandie/caen-chemin-vert-square-schuman/","o3",NA,"2017-02-08 13:00:00",6,90,1025,10,NA,19,NA,NA,13,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4063","Ifs Rue Paul Claudel",16,4609,"49.1516437852088","-0.352777569101603","http://aqicn.org/city/france/normandie/ifs-rue-paul-claudel/","o3",NA,"2017-02-08 13:00:00",6,90,1025,13,NA,16,NA,NA,16,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4064","Dieppe, avenue Gambetta, proxi auto",31,4610,"49.9180080986299","1.07397213322362","http://aqicn.org/city/france/normandie/dieppe--avenue-gambetta--proxi-auto/","pm10",NA,"2017-02-08 13:00:00",7,75,1024,31,NA,26,34,NA,NA,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4065","Madera City, Madera, California",80,4613,"36.95326","-120.03419","http://aqicn.org/city/california/madera/madera-city/","pm25","2017-03-24 13:00:00","-07:00",16.97,63,1023,16,0.6,3.6,80,2,25.7,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4066","Kitimat Smeltersite Road",NA,4614,"54.0228","-128.0369","http://aqicn.org/city/british-comlumbia/kitimat-smeltersite-road/","","","-0800",3.85,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4067","Smithers St Josephs",16,4615,"-127.1775","54.783","http://aqicn.org/city/british-comlumbia/smithers-st-josephs/","o3","2017-03-24 14:00:00","-08:00",4.15,80,1000,8,NA,2.5,6,NA,15.7,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4068","Kitimat Riverlodge",5,4616,"54.0558","-128.6738","http://aqicn.org/city/british-comlumbia/kitimat-riverlodge/","pm25","2017-03-24 14:00:00","-08:00",3.15,86,1000,4,0.2,NA,5,NA,NA,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4069","Port Alberni Elementary",17,4617,"49.2608","-124.8056","http://aqicn.org/city/british-comlumbia/port-alberni-elementary/","o3","2017-03-24 14:00:00","-08:00",8.675,93,1006,NA,20.9,0.9,13,NA,16.7,NA,NA,NA,NA,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4070","Lù quán yī zhōng, Shijiazhuang",154,4618,"38.085","114.347","http://aqicn.org/city/hebei/shijiazhuangshi/luquanyizhong/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4071","Zhengding Unicom, Shijiazhuang",159,4619,"114.593","38.159","http://aqicn.org/city/hebei/shijiazhuangshi/zhengdingliantonggongsi/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4072","Luancheng Communications, Shijiazhuang",214,4620,"37.906","114.633","http://aqicn.org/city/hebei/shijiazhuangshi/luanchengtongxungongsi/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4073","Gaocheng Experimental School, Shijiazhuang",186,4621,"38.039","114.862","http://aqicn.org/city/hebei/shijiazhuangshi/gaochengshiyanxuexiao/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4074","Jìn zhōu bó nà dé, Shijiazhuang",172,4622,"38.04","115.079","http://aqicn.org/city/hebei/shijiazhuangshi/jinzhoubonade/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4075","Xīn yuè shìwěi dōng lóu, Shijiazhuang",110,4623,"38.349","114.69","http://aqicn.org/city/hebei/shijiazhuangshi/xinleshiweidonglou/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4076","Wuji EPA, Shijiazhuang",111,4624,"38.178","114.991","http://aqicn.org/city/hebei/shijiazhuangshi/wujihuanbaoju/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4077","Shenze Power Supply Bureau, Shijiazhuang",120,4625,"115.213","38.197","http://aqicn.org/city/hebei/shijiazhuangshi/shenzegongdianju/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4078","Zhaoxian EPA, Shijiazhuang",210,4626,"37.771","114.77","http://aqicn.org/city/hebei/shijiazhuangshi/zhaoxianhuanbaoju/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4079","Gaoyi County City Hall, Shijiazhuang",217,4627,"37.623","114.607","http://aqicn.org/city/hebei/shijiazhuangshi/gaoyixianzhengfu/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4080","Yuán shì zhù jiàn jú, Shijiazhuang",114,4628,"37.766","114.517","http://aqicn.org/city/hebei/shijiazhuangshi/yuanshizhujianju/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4081","Zanhuang County City Hall, Shijiazhuang",155,4629,"37.672","114.392","http://aqicn.org/city/hebei/shijiazhuangshi/zanhuangxianzhengfu/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4082","Jingxing Bureau of Meteorology, Shijiazhuang",72,4630,"38.038","114.152","http://aqicn.org/city/hebei/shijiazhuangshi/jingxingxianqixiangju/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4083","Jǐngxíng kuàngqū qū wěi dàlóu, Shijiazhuang",71,4631,"38.071","114.069","http://aqicn.org/city/hebei/shijiazhuangshi/jingxingkuangququweidalou/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4084","Pingshan Ye River, Shijiazhuang",155,4632,"38.266","114.204","http://aqicn.org/city/hebei/shijiazhuangshi/pingshanyehe/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4085","Líng shòu gōngshuǐ, Shijiazhuang",133,4633,"38.315","114.367","http://aqicn.org/city/hebei/shijiazhuangshi/lingshougongshui/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4086","Xíng táng xiànwěi bàngōng lóu, Shijiazhuang",65,4634,"38.444","114.56","http://aqicn.org/city/hebei/shijiazhuangshi/xingtangxianweibangonglou/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4087","Xinji City Hall, Xinji",125,4635,"37.949","115.224","http://aqicn.org/city/hebei/xinjishi/xinjishizhengfu/","","2017-03-25 06:00:00","",1,100,1021,NA,NA,NA,NA,NA,NA,1.8,NA,270,1,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
"4088","Guye District City Hall, Tangshan",83,4636,"118.454","39.74","http://aqicn.org/city/hebei/tangshanshi/guyequzhengfu/","","2017-03-25 06:00:00","",4,93,1021,NA,NA,NA,NA,NA,NA,3.1,NA,350,3,2017-03-24 18:51:05,NA,NA,NA,2017-03-24 22:01:19
