"","name","aqi","idx","lat","lon","url","dominentpol","time","tz","pm25","o3","no2","co","so2","pm10","h","t","w","wd","d","p","r","uvi","pol","mepaqi","pm1","time_estern","time_estern"
"75","Parkstraße, Pestalozzistraße",12,2905,47.21037,14.8252777777778,"http://aqicn.org/city/austria/parkstrasse--pestalozzistrasse/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,8.3,NA,0.6,12,80,4.68,NA,NA,NA,1024,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"76","Platz der Freiwilligen Schützen",10,2906,47.06924,15.431945,"http://aqicn.org/city/austria/platz-der-freiwilligen-schutzen/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,16.5,0.1,NA,10,80,4.68,NA,NA,NA,1024,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"77","8), Kindergarten Pestalozzigasse (Pz.Nr. 71",21,2907,47.3755555555556,15.0745,"http://aqicn.org/city/austria/kindergarten-pestalozzigasse-pz.nr.-71/8/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,5.5,0.1,1.1,21,80,4.68,NA,NA,NA,1024,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"78","Petersgasse, Inffeldgasse, TU Graz",NA,2908,15.4682,47.059175,"http://aqicn.org/city/austria/petersgasse--inffeldgasse--tu-graz/","","","+0100",NA,NA,NA,NA,NA,NA,87,14.28,1.5,NA,NA,1017,0,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"79","Völkermarkterstraße Ecke Enzenbergstraße",NA,2909,14.31806,46.62556,"http://aqicn.org/city/austria/volkermarkterstrasse-ecke-enzenbergstrasse/","","","+0100",NA,NA,NA,NA,NA,NA,82,17.52,1.5,NA,NA,1017,0,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"80","Feldgasse, Hauptschule",14,2910,47.1925,14.753333,"http://aqicn.org/city/austria/feldgasse--hauptschule/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,12.4,NA,NA,14,80,4.68,NA,NA,NA,1024,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"81","Ringsiedlung, Murufer",15,2911,47.1202777777778,15.3511111111111,"http://aqicn.org/city/austria/ringsiedlung--murufer/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,9.2,NA,0.6,15,80,4.68,NA,NA,NA,1024,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"82","hinter Alte Landstraße 10",18,2912,47.2063888888889,15.3458333333333,"http://aqicn.org/city/austria/hinter-alte-landstrasse-10/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,12.8,NA,NA,18,80,4.68,NA,NA,NA,1024,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"83","Sportplatzweg",NA,2913,47.3961111,15.1469444,"http://aqicn.org/city/austria/sportplatzweg/","","","+0100",NA,NA,NA,NA,NA,NA,87,15.18,1,NA,NA,1017,0,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"84","Lastenstraße 12, Volksschule",42,2914,46.7783333333333,15.5405555555556,"http://aqicn.org/city/austria/lastenstrasse-12--volksschule/","pm25","2017-03-29 02:00:00","+01:00",42,NA,6,NA,NA,13,80,5.15,NA,NA,NA,1023,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"85","Volksschule, Packer Bundesstraße (B70)",16,2915,46.763889,14.8222222,"http://aqicn.org/city/austria/volksschule--packer-bundesstrasse-b70/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,NA,NA,NA,16,80,4.68,NA,NA,NA,1024,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"86","Gaswerkstrasse 13, Bez. Eggenberg",20,2916,47.069443,15.404388,"http://aqicn.org/city/austria/gaswerkstrasse-13--bez.-eggenberg/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,10.6,NA,NA,20,80,4.68,NA,NA,NA,1024,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"87","Aufeldstraße",11,2917,47.1355555555556,15.3236111111111,"http://aqicn.org/city/austria/aufeldstrasse/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,5.1,NA,1.1,11,80,4.68,NA,NA,NA,1024,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"88","Hauptbanhof",10,2918,46.771111,14.3658333333333,"http://aqicn.org/city/austria/hauptbanhof/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,NA,NA,NA,10,81,-3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"89","Tirolerbrücke (westl. v. Westbahnhof)",10,2919,46.6125,13.841389,"http://aqicn.org/city/austria/tirolerbrucke-westl.-v.-westbahnhof/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,10.6,NA,NA,10,81,-3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"90","Amlacherkreuzung",NA,2920,46.8277383,12.76561793,"http://aqicn.org/city/austria/amlacherkreuzung/","","","+0100",NA,NA,NA,NA,NA,NA,67,9.39,0.72,NA,NA,829.32,0,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"91","Alter Rathausplatz, Volksschule Schulweg",NA,2921,47.063333333333,15.086666666667,"http://aqicn.org/city/austria/alter-rathausplatz--volksschule-schulweg/","","","+0100",NA,NA,NA,NA,NA,NA,87,14.89,1.5,NA,NA,1017,0,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"92","Fallmerayerstraße Ecke Maximilianstrasse",15,2922,47.2626194,11.3923611,"http://aqicn.org/city/austria/fallmerayerstrasse-ecke-maximilianstrasse/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,13.3,0.1,2.6,15,75,8.15,NA,NA,NA,1027,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"93","Don-Bosco-Kirche, Kreuzung Kärntnerstraße - Alte Poststraße",16,2923,47.055611,15.416603,"http://aqicn.org/city/austria/don-bosco-kirche--kreuzung-karntnerstrasse-alte-poststrasse/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,20.2,0.1,0.6,16,80,4.68,NA,NA,NA,1024,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"94","Inntalautobahn",20,2924,47.4689167,11.958036,"http://aqicn.org/city/austria/inntalautobahn/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,9.2,NA,NA,20,70,5.16,NA,NA,NA,1027,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"95","A21, 100 m nach der Autobahnraststätte",12,2925,47.348774,11.692028,"http://aqicn.org/city/austria/a21--100-m-nach-der-autobahnraststatte/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,11.5,NA,NA,12,70,5.16,NA,NA,NA,1027,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"96","An der Leiten 3",12,2926,11.6945417,47.3499917,"http://aqicn.org/city/austria/an-der-leiten-3/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,12.4,NA,NA,12,70,5.16,NA,NA,NA,1027,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"97","Bärenkreuzung (3m Abstand von L53)",NA,2927,47.239444,9.5976958333333,"http://aqicn.org/city/austria/barenkreuzung-3m-abstand-von-l53/","","","+0100",NA,NA,NA,NA,NA,NA,82,16.69,6.2,NA,NA,1011,0,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"98","Autobahnauffahrt Innsbruck-Süd Richtung Innsbruck",11,2928,47.2395528,11.390653,"http://aqicn.org/city/austria/autobahnauffahrt-innsbruck-sud-richtung-innsbruck/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,11,NA,NA,11,75,8.15,NA,NA,NA,1027,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"99","Innweg, Innufer",8,2929,11.8718028,47.4285528,"http://aqicn.org/city/austria/innweg--innufer/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,NA,NA,2.6,8,70,5.16,NA,NA,NA,1027,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"100","Niederdorferstraße 5",7,2930,46.6102777777778,14.3983333333333,"http://aqicn.org/city/austria/niederdorferstrasse-5/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,NA,NA,NA,7,81,-3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"101","Parkplatz beim Sportplatz Untere Lend",15,2931,47.27807,11.512497,"http://aqicn.org/city/austria/parkplatz-beim-sportplatz-untere-lend/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,17.4,NA,NA,15,70,5.16,NA,NA,NA,1027,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"102","Schützenstraße 85, Wirtschaftshof der Gemeinde",10,2932,47.33941,16.20808,"http://aqicn.org/city/austria/schutzenstrasse-85--wirtschaftshof-der-gemeinde/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,2.8,NA,NA,10,80,5.15,NA,NA,NA,1023,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"103","49, Mayr-Melnhof-Gasse, Südende, Kindergarten, Pz.Nr. 503",12,2933,47.3588888888889,15.1036111111111,"http://aqicn.org/city/austria/mayr-melnhof-gasse--sudende--kindergarten--pz.nr.-503/49/","pm10","2017-03-29 02:00:00","+01:00",NA,NA,14.2,NA,NA,12,80,4.68,NA,NA,NA,1024,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"104","Kreuth 8b, Josef Zobernig",NA,2934,46.6786111111111,12.9744444444444,"http://aqicn.org/city/austria/kreuth-8b--josef-zobernig/","","2017-03-28 17:00:00","+01:00",NA,NA,1,0.1,0.6,NA,79,0.25,NA,NA,NA,1022,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"105","Wiener Straße",NA,2935,48.29639,16.335278,"http://aqicn.org/city/austria/wiener-strasse/","","2015-12-18 15:30:00","+0100",NA,NA,NA,NA,NA,44,100,5.29,NA,NA,NA,1027,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"106","Nicosia (residential)",27,2936,35.1259195,33.3311519,"http://aqicn.org/city/cyprus/nicosia/residential/","o3","2017-03-29 04:00:00","+03:00",NA,27.1,2,1.1,0.7,NA,87,12.66,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"107","Nicosia (traffic)",56,2937,35.1520595,33.3476924,"http://aqicn.org/city/cyprus/nicosia/traffic/","pm25","2017-03-29 04:00:00","+03:00",56,12.6,16,2.8,0.4,21,87,11.67,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"108","Pafos (traffic)",24,2938,32.5730657,34.7101705,"http://aqicn.org/city/cyprus/pafos/traffic/","o3","2017-03-29 04:00:00","+03:00",NA,23.8,2.6,1.9,0.8,20,87,11.67,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"109","Kavo Greko",40,2939,34.978997,34.0670961,"http://aqicn.org/city/cyprus/kavo-greko/","o3",NA,"2017-03-08 11:00:00",NA,40,2,NA,NA,NA,73,17,NA,NA,NA,1016,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"110","Inia",37,2940,34.9552778,32.3936111,"http://aqicn.org/city/cyprus/inia/","o3",NA,"2017-01-04 12:00:00",NA,37,1,NA,NA,NA,62,16,NA,NA,NA,1021,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"111","Larnaca (traffic)",37,2941,34.9159141,33.6274981,"http://aqicn.org/city/cyprus/larnaca/traffic/","pm25","2017-03-29 04:00:00","+03:00",37,25.4,3.2,2.9,0.5,15,100,12.33,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"112","Larnaca (residential)",37,2942,34.9127931,33.6137089,"http://aqicn.org/city/cyprus/larnaca/residential/","o3",NA,"2016-11-18 15:00:00",NA,37,6,4,1,NA,37,21,NA,NA,NA,1021,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"113","Limassol (traffic)",19,2943,34.7071301,33.0226174,"http://aqicn.org/city/cyprus/limassol/traffic/","pm10","2017-03-29 04:00:00","+03:00",NA,14.8,8.2,1.7,0.9,19,87,11.67,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"114","Limassol (residential)",16,2944,34.7071301,33.0226174,"http://aqicn.org/city/cyprus/limassol/residential/","o3","2017-03-29 04:00:00","+03:00",NA,16.2,7.1,0.8,3.5,NA,87,12.66,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"115","Zygi (industrial)",42,2945,34.7333333,33.3333333,"http://aqicn.org/city/cyprus/zygi/industrial/","pm25","2017-03-29 04:00:00","+03:00",42,18.2,1.4,NA,0.3,16,87,11.67,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"116","Agia Marina Xyliatou – EMEP",34,2946,35.0369868,33.0549876,"http://aqicn.org/city/cyprus/agia-marina-xyliatou---emep/","o3","2017-03-29 04:00:00","+03:00",16,34,0.8,1.4,0.3,10,87,11.67,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"117","Kfar Masaryk, North",NA,2947,32.88955,35.09822,"http://aqicn.org/city/israel/north/kfar-masaryk/","co","2015-06-14 20:00:00","+0200",56,38,1.7,3.2,NA,NA,100,22.83,2.61,NA,NA,1019.81,0.05,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"118","Mansion, from Haifa",59,2948,32.78562,34.98535,"http://aqicn.org/city/israel/from-haifa/mansion/","pm25","2017-03-29 02:00:00","+02:00",59,4.3,8.8,0.5,0.1,18,100,16.65,NA,NA,NA,1030.15,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"119","N.. Shanan, from Haifa",52,2949,35.02026,32.78685,"http://aqicn.org/city/israel/from-haifa/n..-shanan/","pm25","2017-03-29 03:00:00","+02:00",52,4.3,31.2,2.7,15.5,24,100,16.65,NA,NA,NA,1030.15,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"120","Independence of Haifa, Haifa and its surroundings",75,2950,32.81644,35.00167,"http://aqicn.org/city/israel/haifa-and-its-surroundings/independence-of-haifa/","pm25","2017-03-29 03:00:00","+02:00",75,4.3,35.3,3.4,2.5,NA,100,16.65,NA,NA,NA,1030.15,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"121","Jack. Binyamin, Haifa and Iscariot",77,2951,32.78866,35.08511,"http://aqicn.org/city/israel/haifa-and-iscariot/jack.-binyamin/","pm25","2017-03-29 03:00:00","+02:00",77,18.5,9.1,1.4,1.6,6,100,16.65,NA,NA,NA,1030.15,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"122","Jack. Tivon, from Haifa",52,2952,32.7218,35.1294,"http://aqicn.org/city/israel/from-haifa/jack.-tivon/","pm25","2017-03-29 03:00:00","+02:00",52,24.1,0.6,1.4,1.2,NA,100,16.65,NA,NA,NA,1030.15,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"123","P.. Hanna, Sharon - Carmel",21,2953,32.46637,34.96273,"http://aqicn.org/city/israel/sharon-carmel/p..-hanna/","pm25","2017-03-29 03:00:00","+02:00",21,0.4,6.8,NA,0.5,20,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"124","Barkai, Sharon - Carmel",147,2954,32.47548,35.02228,"http://aqicn.org/city/israel/sharon-carmel/barkai/","pm10","2017-03-29 03:00:00","+02:00",NA,0.4,11.7,NA,3,147,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"125","Ra'anana, Sharon - Carmel",68,2955,32.1787,34.88111,"http://aqicn.org/city/israel/sharon-carmel/raanana/","pm25","2017-03-29 02:00:00","+02:00",68,NA,7.7,2.3,2,NA,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"126","Hadassah - 2, Sharon - Carmel",NA,2956,31.432786,35.182268,"http://aqicn.org/city/israel/sharon-carmel/hadassah-2/","","2015-02-12 00:00:00","+0200",NA,NA,NA,NA,15.8,NA,92,6.33,2.16,NA,NA,996.92,0,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"127","Freedom - 2, Sharon - Carmel",NA,2957,32.2669011,34.8899304,"http://aqicn.org/city/israel/sharon-carmel/freedom-2/","o3","2015-02-14 16:00:00","+0200",NA,25,NA,2.85,1.3,58,51,17.35,4.12,NA,NA,1018.15,0,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"128","Holon, Gush Dan",83,2958,32.01779,34.76814,"http://aqicn.org/city/israel/gush-dan/holon/","pm25","2017-03-29 03:00:00","+02:00",83,0.6,20.5,11.2,NA,24,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"129","Highway 4, Gush Dan",64,2959,32.06999,34.841,"http://aqicn.org/city/israel/gush-dan/highway-4/","pm25","2017-03-29 03:00:00","+02:00",64,5.3,25.1,5.6,1,21,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"130","Urban D, Gush Dan",73,2960,32.09338,34.79013,"http://aqicn.org/city/israel/gush-dan/urban-d/","pm25","2017-03-29 03:00:00","+02:00",73,0.8,20.3,1.2,1.3,53,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"131","Rishon Lezion, Gush Dan",88,2961,31.958015,34.801995,"http://aqicn.org/city/israel/gush-dan/rishon-lezion/","pm25","2017-03-29 03:00:00","+02:00",88,18.1,9.1,2.3,2.6,51,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"132","Antokolski Gush Dan",72,2962,32.08386,34.78191,"http://aqicn.org/city/israel/antokolski-gush-dan/","pm25","2017-03-29 03:00:00","+02:00",72,0.8,25,1.2,1.2,NA,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"133","Through the D'', Gush Dan",1,2963,32.06181,34.77656,"http://aqicn.org/city/israel/gush-dan/through-the-d/","o3","2017-03-29 03:00:00","+02:00",NA,0.6,22.3,11.2,NA,NA,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"134","Hint, Gush Dan",87,2964,32.09135,34.82599,"http://aqicn.org/city/israel/gush-dan/hint/","pm25","2017-03-29 03:00:00","+02:00",87,NA,20,4.5,NA,21,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"135","CBS Tel Aviv, Gush Dan",29,2965,32.05602,34.77903,"http://aqicn.org/city/israel/gush-dan/cbs-tel-aviv/","pm25","2017-03-29 03:00:00","+02:00",29,0.6,23.7,11.2,NA,24,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"136","Bar Ilan University - the'' UN, Jerusalem",39,2966,31.79445,35.21997,"http://aqicn.org/city/israel/jerusalem/bar-ilan-university-the-un/","pm25","2017-03-29 03:00:00","+02:00",39,25.8,32.2,3.4,0.3,17,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"137","Kron sputum, Jerusalem",NA,2967,35.21371,31.768319,"http://aqicn.org/city/israel/jerusalem/kron-sputum/","pm10","2015-02-13 07:00:00","+0200",21,33,19.1,3.5,NA,41,87,7.37,3.41,NA,NA,1020.38,0,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"138","Ashdod - Association, Southern Coastal Plain",52,2968,31.81847,34.66911,"http://aqicn.org/city/israel/southern-coastal-plain/ashdod-association/","pm25","2017-03-29 03:00:00","+02:00",52,1.3,13.8,2.3,0.2,28,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"139","Pen, Southern Coastal Plain",78,2969,31.81355,34.77814,"http://aqicn.org/city/israel/southern-coastal-plain/pen/","pm25","2017-03-29 03:00:00","+02:00",78,4.4,11.2,2.3,0.2,32,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"140","Ort, Southern Coastal Plain",83,2971,31.81461,34.64737,"http://aqicn.org/city/israel/southern-coastal-plain/ort/","pm25","2017-03-29 03:00:00","+02:00",83,1.3,13.8,NA,0.2,28,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"141","Ashkelon, southern coastal plain",78,2972,31.6595,34.56975,"http://aqicn.org/city/israel/southern-coastal-plain/ashkelon/","pm25","2017-03-29 04:00:00","+02:00",78,7.3,12.8,NA,0.2,41,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"142","Nir Israel, Southern Coastal Plain",73,2973,31.6861,34.63618,"http://aqicn.org/city/israel/southern-coastal-plain/nir-israel/","pm25","2017-03-29 04:00:00","+02:00",73,18.4,11.2,NA,1.5,NA,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"143","Jack. Gvaram, Southern Coastal Plain",77,2974,31.58932,34.60969,"http://aqicn.org/city/israel/southern-coastal-plain/jack.-gvaram/","pm25","2017-03-29 03:00:00","+02:00",77,11.7,6.6,NA,0.5,48,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"144","Jack. Malachi, southern coastal plain",77,2975,31.72793,34.74035,"http://aqicn.org/city/israel/southern-coastal-plain/jack.-malachi/","pm25","2017-03-29 03:00:00","+02:00",77,0.9,19.3,NA,1.9,28,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"145","Sde Yoav, Southern Coastal Plain",99,2976,34.67402,31.64571,"http://aqicn.org/city/israel/southern-coastal-plain/sde-yoav/","pm25","2017-03-29 04:00:00","+02:00",99,18.4,9,NA,1.2,NA,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"146","Sderot, the southern coastal plain",52,2977,31.52796,34.60161,"http://aqicn.org/city/israel/the-southern-coastal-plain/sderot/","pm25","2017-03-29 03:00:00","+02:00",52,9.2,5.8,NA,0.2,31,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"147","Be'er Sheva, northern Negev",79,2978,34.78132,31.25674,"http://aqicn.org/city/israel/northern-negev/beer-sheva/","pm25","2017-03-29 03:00:00","+02:00",79,15.9,8.3,NA,6.2,45,97,10.1,NA,NA,NA,1007.7,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"148","Wipe Eastern, Northern Negev",57,2979,31.24897,35.21597,"http://aqicn.org/city/israel/northern-negev/wipe-eastern/","pm10","2017-03-29 03:00:00","+02:00",50,37.2,5.1,NA,NA,57,97,10.1,NA,NA,NA,1007.7,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"149","Mobile 2 mobile stations",64,2980,32.020621,34.775117,"http://aqicn.org/city/israel/mobile-2-mobile-stations/","pm25","2017-03-29 03:00:00","+02:00",64,0.6,18.8,NA,0.3,NA,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"150","From Haifa, kg. Bialek",43,2981,32.83332,35.08985,"http://aqicn.org/city/israel/kg.-bialek/from-haifa/","pm25","2017-03-29 03:00:00","+02:00",43,18.5,5.5,NA,0.9,6,100,16.65,NA,NA,NA,1030.15,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"151","Dan, White Hand",56,2982,32.07553,34.82073,"http://aqicn.org/city/israel/white-hand/dan/","pm25","2017-03-29 03:00:00","+02:00",56,NA,NA,4.5,1,21,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"152","Mobile stations, portable 1",77,2983,32.025722,34.745249,"http://aqicn.org/city/israel/portable-1/mobile-stations/","pm25","2017-03-29 03:00:00","+02:00",77,0.7,14.1,2.3,0.8,NA,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"153","Jezreel Valley, Afula",52,2984,35.29097,32.6033,"http://aqicn.org/city/israel/afula/jezreel-valley/","pm25","2017-03-29 03:00:00","+02:00",52,4.3,9,NA,2.2,27,100,16.65,NA,NA,NA,1030.15,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"154","Jerusalem, Efrat - the UN",65,2985,31.75709,35.21741,"http://aqicn.org/city/israel/efrat-the-un/jerusalem/","pm25","2017-03-29 03:00:00","+02:00",65,25.8,23.8,NA,0.3,35,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"155","Judea, Gush Etzion",43,2986,31.65647,35.11681,"http://aqicn.org/city/israel/gush-etzion/judea/","o3","2017-03-29 03:00:00","+02:00",9,42.6,0.6,NA,2.6,27,82,13.15,NA,NA,NA,1017,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"156","Dan, Japheth Jaffa",NA,2987,32.0495,34.752,"http://aqicn.org/city/israel/japheth-jaffa/dan/","","2016-04-29 19:00:00","+0200",NA,37,NA,6.7,0.9,NA,86,12.74,NA,NA,NA,1000.27,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"157","Sint-agatha-berchem",57,2988,50.8580305954902,4.28833636673069,"http://aqicn.org/city/belgium/bru/sint-agatha-berchem/","pm25","2017-03-29 03:00:00","+01:00",57,22.8,4.6,NA,NA,19,87,10.15,NA,NA,NA,1010,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"158","Neder-over-heembeek",23,2989,50.8951005642471,4.39271769800161,"http://aqicn.org/city/belgium/bru/neder-over-heembeek/","pm10","2017-03-29 03:00:00","+01:00",NA,NA,8.7,NA,NA,23,87,10.15,NA,NA,NA,1010,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"159","Voorhaven (haren)",61,2990,50.8835598135965,4.38296325223672,"http://aqicn.org/city/belgium/bru/voorhaven-haren/","pm25","2017-03-29 03:00:00","+01:00",61,20.8,10.6,0.1,1.6,24,87,10.15,NA,NA,NA,1010,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"160","Sint-jans-molenbeek",55,2991,50.8496654902807,4.33381970814122,"http://aqicn.org/city/belgium/bru/sint-jans-molenbeek/","pm25","2017-03-29 03:00:00","+01:00",55,19.9,8.3,0.1,1.1,19,87,10.15,NA,NA,NA,1010,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"161","Ukkel",42,2992,50.7966316407078,4.35853885678284,"http://aqicn.org/city/belgium/bru/ukkel/","pm25","2017-03-28 21:00:00","+01:00",42,28.9,7.4,NA,0.6,17,81,13.02,NA,NA,NA,1034.83,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"162","Corroy-le-grand",76,2993,4.66828768328499,50.6554391056019,"http://aqicn.org/city/belgium/wal/corroy-le-grand/","pm25","2017-03-29 03:00:00","+01:00",76,2.5,8.7,0.1,0.6,30,87,9.99,NA,NA,NA,1023,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"163","Mons",63,2994,50.4651921586212,3.93971432591091,"http://aqicn.org/city/belgium/wal/mons/","pm25","2017-03-29 03:00:00","+01:00",63,1.7,23.4,0.1,NA,27,76,9.65,NA,NA,NA,1025,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
"164","Charleroi",50,2995,50.4093114542045,4.45217178148666,"http://aqicn.org/city/belgium/wal/charleroi/","pm25","2017-03-29 03:00:00","+01:00",50,NA,6.4,0.1,NA,17,76,9.65,NA,NA,NA,1025,NA,NA,NA,NA,NA,NA,2017-03-28 23:50:45
