,description_score
294,0.026003210272873195
295,0.02859504132231405
296,0.0652777777777778
297,0.00510752688172043
298,0.0912857142857143
299,0.0626388888888889
300,0.03286713286713287
301,0.028628077651515153
302,0.01276595744680851
303,0.036513909587680075
304,0.0071428571428571435
305,0.05212765957446809
306,0.039015151515151524
307,0.03482758620689655
308,0.09156846240179574
309,0.03330909090909091
310,0.039637826961770636
311,0.01770334928229665
312,0.01810966810966811
313,0.05556443556443556
314,0.05697443181818182
315,0.004518072289156626
316,0.040928159142444846
317,0.04401933832590767
318,0.036733569460842184
319,0.05634447519693422
320,0.09292682926829267
321,0.010192837465564738
322,0.020484848484848484
323,0.04797474747474748
324,-0.0066091954022988505
325,0.01931818181818182
326,0.01218487394957983
327,0.01488241488241488
328,0.054017545875952956
329,0.03138936988936989
330,0.0012987012987012987
331,0.059917355371900835
332,0.010850439882697948
333,0.03997058823529412
334,0.014555293191656826
335,0.02520154373927959
336,
337,
338,0.03760281385281385
339,0.04747969895028719
340,0.04460055096418734
341,0.005928853754940711
342,0.05585906685906686
343,0.021254801536491678
344,0.05396178534109569
345,0.02963455149501661
346,0.020290433610105744
347,0.05610207336523126
348,
349,0.08603396603396604
350,0.04993506493506494
351,0.05420673076923077
352,0.08530199958771388
353,0.07640692640692642
354,0.00150375939849624
355,0.07528886554621847
356,0.045231157731157726
357,0.05282051282051282
358,
359,0.07083333333333333
360,0.05995771670190276
361,0.07740800865800866
362,
363,0.04643939393939394
364,0.03496137849079026
365,0.04854978354978355
366,0.03969155844155844
367,0.04
368,0.10103777501037775
369,0.015325178697271721
370,0.03710526315789474
371,0.034505494505494505
372,0.03526016467192938
373,0.05235109717868339
374,0.0790909090909091
375,
376,0.042901706137000256
377,0.060715007215007215
378,
379,0.012674748798602012
380,0.037068764568764574
381,0.02630266766392421
382,0.029751256807708418
383,0.0
384,0.050438596491228074
385,0.10850763271815901
386,0.02224815724815725
387,0.029107142857142856
388,0.060376344086021494
389,0.04052349336057202
390,0.04423076923076923
391,0.0
392,0.0
393,0.05886537126995143
394,0.03155675054112554
395,0.2
396,0.014612470862470864
397,0.007135922330097087
398,0.054728317659352134
399,0.058183847402597404
400,
401,0.030755608028335296
402,0.030860904968047824
403,0.060518299881936244
404,0.050170068027210885
405,0.040862068965517244
406,0.09803030303030305
407,0.03579545454545455
408,0.08057040998217468
409,0.08604377104377105
410,0.061378820184790336
411,0.051298701298701295
412,0.13166666666666665
413,0.03608193277310924
414,0.05848571428571429
415,0.05108000000000001
416,0.027115987460815043
417,
418,0.06555069930069932
419,0.038072289156626506
420,0.06165123456790124
421,0.01627404241328292
422,0.07013311688311688
423,0.049589351458510345
424,0.048502304147465446
425,0.048504273504273505
426,0.048430083972252645
427,0.011890919158361019
428,0.05407961603613777
429,0.05158730158730159
430,0.04581105169340464
431,0.04594594594594594
432,0.04356984478935698
433,0.02968058968058968
434,0.036153846153846154
435,0.04573170731707317
436,0.049767578699617544
437,0.05563837570879824
438,0.0398974358974359
439,0.008787878787878789
440,0.022050290135396517
441,0.03555909863945578
442,0.0028409090909090906
443,0.029646697388632872
444,0.0
445,0.022083333333333333
446,0.05022977022977023
447,
448,0.035608718766613506
449,0.03919786096256685
450,0.02296212121212121
451,
452,0.04279662825437473
453,0.06906705539358601
454,0.04665873015873016
455,0.029641350210970467
456,0.020588235294117647
457,0.021004566210045664
458,0.03754734848484849
459,0.03759189640768588
460,0.06541847041847042
461,0.030039525691699605
462,0.004734848484848485
463,0.016017316017316017
464,0.029132231404958672
465,0.019444444444444445
466,0.021634463097877733
467,0.045993533215755444
468,0.05118657618657618
469,0.026727272727272728
470,0.07261904761904761
471,0.00390625
472,0.015289256198347107
473,
474,0.03708624708624709
475,0.0
476,0.05948328267477205
477,0.0493939393939394
478,0.04417332667332667
479,0.05188210227272727
480,0.05063131313131313
481,0.010404040404040403
482,0.02272727272727273
483,0.07566666666666669
484,0.019211822660098524
485,
486,0.007333645735707591
487,0.03425499231950845
488,0.05591815591815591
489,0.056723484848484856
490,0.008028404344193817
491,0.06629870129870132
492,0.03275518341307815
493,0.03154649947753397
494,0.038964646464646466
495,0.07705627705627706
496,0.028313385960444783
497,0.005218525766470972
498,0.015384615384615387
499,0.0
500,0.038190730837789656
501,0.07674242424242425
502,0.036976977567886656
503,0.044349902970592624
504,0.04543395116210651
505,0.004687500000000001
506,0.06158944658944661
507,0.0019874065328610788
508,0.013766788766788765
509,0.07050035236081748
510,0.046386054421768706
511,0.034375
512,0.05345454545454545
513,0.031911421911421906
514,0.039225589225589226
515,0.043376853642811096
516,0.034242424242424234
517,0.04313186813186813
518,0.03967756381549486
519,0.03131065903793177
520,0.023393939393939394
521,
522,0.08047619047619049
523,0.0652777777777778
524,0.10554112554112556
525,0.03501742160278746
526,0.062987012987013
527,0.06048412698412698
528,0.0817058119185779
529,0.06944444444444445
530,0.03882063882063882
531,0.04915795586527294
532,0.059302325581395345
533,0.07867768595041322
534,0.0386893566203911
535,0.016395348837209302
536,0.09089635854341736
537,0.047498453927025355
538,0.050199999999999995
539,0.06205357142857143
540,0.03681818181818182
541,
542,0.03846180701019411
543,0.027751243247111014
544,0.039592839592839595
545,0.054675324675324675
546,0.056666666666666664
547,0.0345559038662487
548,0.011756894790602657
549,0.020132172791747262
550,0.031730769230769236
551,0.013095238095238096
552,0.03232492997198879
553,0.05999355254674404
554,0.019644464446444646
555,0.019387755102040816
556,0.010524891774891772
557,0.0
558,0.048929292929292934
559,0.03865622961513372
560,0.035810606060606064
561,0.02905138339920949
562,0.06245059288537549
563,0.034375
564,0.03167716771677168
565,0.04408233276157804
566,0.06292517006802721
567,0.028190235690235693
568,0.0
569,0.05826221397649968
570,0.019786096256684493
571,0.05419372294372294
572,0.03235294117647059
573,0.06496069719753932
574,0.03111943611943612
575,0.011255411255411255
576,0.059285714285714275
577,0.07862696514012305
578,0.07794117647058824
579,0.05170652518213494
580,0.05018208595528184
581,0.05792389544297942
582,0.054935344827586205
583,0.05871298701298702
584,0.10954045954045953
585,0.03212765957446809
586,0.053318430203676104
587,0.05005509641873279
588,
589,0.07910447761194031
590,0.0388682745825603
591,0.023203744307640408
592,0.06556357223023891
593,0.05020408163265306
594,0.062431610942249235
595,0.033386496544391284
596,0.02779220779220779
597,0.016408163265306124
598,0.045142602495543666
599,0.05689342403628118
600,0.0
601,0.07804878048780488
602,0.04708333333333333
603,0.06434782608695652
604,0.05745454545454545
605,0.03480506119395008
606,0.0262861534600665
607,0.06917077175697865
608,0.0
609,0.044527363184079606
610,0.04543987086359968
611,0.07175781964514358
612,0.06515151515151515
613,0.07867768595041322
614,0.04231601731601732
615,
616,0.07056363636363637
617,0.01818181818181818
618,0.057192982456140344
619,0.04660194174757282
620,
621,0.0
622,0.09390243902439024
623,0.03117052881758764
624,0.019234449760765552
625,0.04099485420240138
626,0.061535714285714284
627,0.03271889400921659
628,0.04516970951753561
629,0.020606060606060607
630,0.026440677966101694
631,0.05559457549253468
632,0.04602925809822362
633,0.036972789115646255
634,0.0
635,0.09182019530856739
636,0.028524280999528525
637,0.03210586881472957
638,0.04010651629072682
639,0.020268256333830104
640,0.0
641,0.06025157232704403
642,0.06461538461538462
643,0.052
644,0.03342245989304813
645,0.08009931245225363
646,0.13477564102564102
647,0.06197916666666666
648,0.012776412776412777
649,0.053049980322707586
650,0.07556586270871986
651,0.020370370370370372
652,0.056716082659478896
653,0.06507936507936508
654,0.026380952380952383
655,0.07821969696969698
656,0.05767195767195767
657,0.04062703342206449
658,0.035736677115987464
659,0.09333333333333334
660,0.02588609307359307
661,0.04569006390434961
662,0.02689655172413793
663,0.037710437710437715
664,0.05361068310220853
665,0.0638996138996139
666,0.05144886363636364
667,0.013026113671274963
668,0.09674688057041
669,0.05574440052700923
670,0.04757667473769169
671,0.050379961404057795
672,0.0
673,0.009343434343434343
674,0.051380303030303026
675,0.06666666666666667
676,0.005245098039215686
677,0.05059233449477353
678,
679,0.028538604252889968
680,0.06194357366771159
681,0.06333333333333334
682,0.038366209262435676
683,0.019230769230769232
684,0.08599449035812673
685,0.024931129476584022
686,
687,0.03007856341189674
688,0.029670329670329672
689,0.05852272727272727
690,0.054380165289256197
691,0.07394507132212051
692,0.0
693,0.037179487179487186
694,0.03706896551724138
695,0.06567527123082681
696,0.05508021390374331
697,0.06948941469489416
698,0.040064236838430384
699,0.04154743561523223
700,0.07601647543395117
701,0.031426079178445115
702,0.047878787878787875
703,0.06779160654160656
704,0.029732868757259005
705,0.010954545454545455
706,0.051547619047619044
707,0.0779381443298969
708,0.16
709,
710,0.061487969394946135
711,0.002941176470588235
712,0.05985113525929853
713,
714,0.06618755477651182
715,0.06616010854816823
716,0.013043478260869568
717,0.04717560217560218
718,0.01565816899150232
719,0.022321428571428572
720,0.012145650048875854
721,0.03909090909090909
722,0.05806595365418894
723,
724,0.07597992916174737
725,0.026205936920222633
726,
727,0.02768793375936233
728,0.022755753018910915
729,0.02057460768398268
730,0.02436661698956781
731,0.07464114832535886
732,0.059747279747279745
733,0.057163581099751316
734,0.04337514757969304
735,0.02265734265734266
736,0.07284313725490196
737,
738,0.02752525252525253
739,0.019354838709677424
740,0.03152173913043479
741,0.026023391812865497
742,0.050747030747030755
743,
744,0.042492424242424234
745,
746,0.01484341484341484
747,0.0
748,0.01
749,0.030054644808743168
750,0.07878387045053711
751,0.050970746425291875
752,0.02717770034843205
753,0.05246837944664032
754,
755,0.04303030303030303
756,0.09534852902199842
757,0.06666666666666667
758,0.04082415474820539
759,0.07114965203572798
760,0.04117965367965367
761,0.03068849206349206
762,0.044461279461279465
763,0.04519586104951958
764,0.03847566574839302
765,0.07206270292207792
766,0.039462809917355374
767,0.024580265095729015
768,0.0031124497991967875
769,0.03759398496240601
770,0.06563706563706564
771,0.05943142223630029
772,0.0
773,0.060338345864661656
774,0.069
775,0.033040935672514614
776,0.0448639455782313
777,0.0
778,0.056291983878190774
779,0.033288933288933294
780,0.03704545454545454
781,0.14404761904761906
782,0.030319148936170215
783,0.0518104514533086
784,0.042472017472017475
785,0.09008264462809917
786,0.0777224939562602
787,0.02075702075702076
788,0.05187747035573123
789,0.02103896103896104
790,0.021717171717171718
791,0.025117980610938357
792,0.004310344827586207
793,0.0
794,0.020236694677871144
795,0.021033868092691622
796,0.03435897435897436
797,0.03739130434782609
798,
799,0.06266445972328324
800,0.028860028860028857
801,0.23222222222222222
802,0.006060606060606061
803,
804,0.05644444444444445
805,
806,0.07391762452107281
807,0.040893989731199024
808,0.04326765188834154
809,0.023972602739726026
810,0.019357142857142857
811,0.06860926188657282
812,0.060219520432286386
813,0.059712892471513165
814,0.04565073224647692
815,0.03675618309339239
816,0.07490387748452267
817,0.05028409090909092
818,0.025
819,0.024898236092265942
820,0.02111650485436893
821,0.10316804407713498
822,0.0
823,0.04928177882723338
824,0.045645933014354066
825,0.06945454545454545
826,0.04172077922077923
827,0.08915321438685923
828,0.044230769230769226
829,0.08750000000000001
830,0.03350461133069829
831,0.02009132420091324
832,0.07199404761904762
833,0.03733281643729405
834,0.027922077922077924
835,0.04440371456500489
836,0.05065379825653799
837,0.0680605467591769
838,0.04076704545454546
839,0.04291187739463602
840,0.049525870954442386
841,0.001314616755793226
842,0.011483253588516746
843,0.029030303030303028
844,0.043446244477172304
845,0.027179962894248604
846,0.0
847,0.04646464646464647
848,0.05686868686868688
849,0.006571428571428571
850,0.04107142857142857
851,0.05757575757575757
852,0.055324074074074074
853,0.043440860215053764
854,0.024561726689386262
855,0.07375366568914957
856,0.004518072289156626
857,0.14506172839506173
858,0.007407407407407408
859,0.03492063492063492
860,0.023809523809523808
861,
862,0.024932873034138856
863,0.03826638477801268
864,0.02832167832167832
865,0.09739750445632797
866,0.016135204081632656
867,0.07379585326953748
868,0.02502164502164502
869,0.012695467797508613
870,0.04906417112299466
871,0.02620167189132706
872,0.025000000000000005
873,0.12142857142857143
874,0.04285714285714286
875,0.08009931245225363
876,0.018410161267304125
877,0.0164021164021164
878,0.004166666666666667
879,0.03333333333333333
880,0.02931034482758621
881,
882,0.053882113821138215
883,0.0644055944055944
884,0.04883364898989898
885,0.1003448275862069
886,0.0
887,0.07041526374859709
888,0.03187027661603933
889,0.06205533596837945
890,0.10590909090909091
891,0.02871861471861471
892,0.0554960804960805
893,0.05552229821460591
894,0.04556277056277056
895,0.016984478935698447
896,0.07352941176470588
897,0.030412772585669785
898,0.05046948356807512
899,0.08887054037916108
900,0.04326448651749856
901,0.03503325942350333
902,0.09134615384615384
903,0.011970638057594579
904,0.030859374999999998
905,0.0626082251082251
906,0.01865249901613538
907,0.06530833333333334
908,0.042147950089126564
909,0.02353347135955832
910,0.07371388301620861
911,0.1416666666666667
912,0.05256410256410256
913,0.0362914862914863
914,0.044642857142857144
915,0.01686713286713287
916,0.03579662076429318
917,
918,0.0
919,0.04423963133640554
920,0.0
921,0.07382352941176473
922,0.0718939393939394
923,0.05802679302679302
924,
925,
926,0.084
927,0.027613636363636368
928,0.04
929,0.018588078588078587
930,0.07810389610389612
931,0.043815126050420164
932,0.026711309523809526
933,0.049999999999999996
934,0.05427685950413223
935,0.06796536796536796
936,0.05964285714285714
937,0.011136363636363637
938,0.05714285714285714
939,0.07631461675579322
940,0.03501884206920179
941,0.021456228956228954
942,0.04525
943,0.04693613502602267
944,0.03565384695819478
945,0.04322981366459627
946,0.06795077581594436
947,0.2
948,0.04611111111111111
949,0.043672438672438675
950,0.06199012255350283
951,0.03731884057971014
952,0.07846753246753248
953,0.009343434343434343
954,0.02263093116034292
955,0.03759189640768588
956,0.06528455284552846
957,0.03082636541540651
958,0.055529522024367395
959,0.028860028860028857
960,0.06615037593984961
961,0.035983528666455496
962,0.043376853642811096
963,0.034
964,0.026785714285714284
965,0.017454545454545455
966,0.07414772727272727
967,
968,0.015199615199615197
969,0.039599754773165186
970,
971,0.06199788583509513
972,0.0503725782414307
973,0.03604040404040404
974,0.042727272727272725
975,0.06458333333333333
976,0.028239234449760765
977,
978,0.02234848484848485
979,0.035088126159554735
980,0.05304147465437788
981,0.009946808510638299
982,0.034398034398034405
983,0.04115554412584116
984,0.07281468531468531
985,0.012903225806451613
986,0.02872727272727273
987,0.08327179176755449
988,0.05674153297682711
989,0.023766233766233765
990,0.04771929824561404
991,0.04591836734693878
992,0.02190874259839777
993,0.03577441077441078
994,0.06417055600649352
995,0.05787878787878788
996,0.030495723788406714
997,-0.002
998,0.028125
999,0.04167572463768117
1000,0.060724191063174116
1001,0.028292011019283747
1002,0.0
1003,0.03744019138755981
1004,0.07590799031476998
1005,
1006,0.07799149126735336
1007,0.08100517368810053
1008,0.05281449893390192
1009,0.03544117647058824
1010,0.06166666666666667
1011,0.05181505241746205
1012,0.05439735702893598
1013,0.06975923619759235
1014,0.023928571428571428
1015,0.04210678210678211
1016,0.10390243902439027
1017,0.045000000000000005
1018,0.02666666666666667
1019,0.04545454545454545
1020,0.05194414019715224
1021,0.05764705882352942
1022,0.06204481792717086
1023,0.0351063829787234
1024,0.008333333333333333
1025,0.04349650349650349
1026,0.11268858800773696
1027,0.07441674021771108
1028,
1029,0.0529874213836478
1030,0.021052631578947368
1031,0.0395939393939394
1032,0.007577319587628867
1033,0.007936507936507936
1034,0.03682983682983683
1035,0.0397352162400706
1036,0.024380165289256198
1037,0.0442393863446495
1038,0.06294642857142857
1039,0.055457351290684624
1040,
1041,0.010873015873015875
1042,0.025958532695374802
1043,0.11268858800773696
1044,
1045,0.038003663003663014
1046,0.04516036449738109
1047,0.04173553719008264
1048,0.04279584162795841
1049,0.022115384615384617
1050,0.06946351267779839
1051,0.05441649899396377
1052,0.0
1053,0.037333333333333336
1054,0.04744851108487472
1055,0.03745762711864407
1056,0.08907563025210084
1057,0.08181818181818182
1058,0.04200428194993412
1059,
1060,0.0712
1061,0.04916666666666667
1062,0.03822510822510822
1063,
1064,0.018750000000000003
1065,0.02839721254355401
1066,0.030549242424242423
1067,
1068,0.030306154326772892
1069,0.05872093023255814
1070,0.054429012345679026
1071,0.04026524323134492
1072,0.0
1073,0.02586206896551724
1074,0.01773041474654378
1075,0.029247648902821315
1076,0.017391304347826087
1077,0.06740740740740742
1078,0.0398719089130048
1079,0.0
1080,0.06987621753246753
1081,0.03278388278388278
1082,0.00893939393939394
1083,0.014392324093816631
1084,0.035346889952153106
1085,0.08442128047391205
1086,0.04490945674044266
1087,0.054135338345864654
1088,0.0013636363636363644
1089,0.05
1090,0.046225108225108225
1091,0.005693069306930693
1092,0.030000000000000006
1093,0.025264270613107823
1094,0.03442622950819672
1095,0.02852617079889807
1096,0.017494172494172497
1097,0.039455782312925174
1098,0.025333333333333333
1099,0.08174267592872243
1100,0.007822410147991543
1101,0.026923076923076925
1102,
1103,0.06694993412384717
1104,0.047014925373134335
1105,0.00375
1106,0.045350707850707855
1107,0.021022727272727273
1108,0.059812700740120114
1109,0.08770712046574115
1110,0.04637904468412943
1111,0.03333333333333333
1112,0.051652892561983466
1113,0.09403254972875226
1114,0.016017316017316017
1115,0.03666666666666667
1116,0.02756892230576442
1117,0.014076246334310852
1118,0.014487539487539489
1119,0.02015873015873016
1120,0.02447651114317782
1121,0.016017316017316017
1122,-0.00430622009569378
1123,0.056136363636363644
1124,0.03499907235621521
1125,0.019786096256684493
1126,0.03133971291866029
1127,0.002083333333333334
1128,0.006666666666666667
1129,0.09143155694879834
1130,0.033368347338935574
1131,
1132,0.04318181818181818
1133,0.05766666666666666
1134,0.06133333333333333
1135,0.07489898989898991
1136,0.0016666666666666668
1137,0.039677563815494844
1138,0.05766325872708852
1139,0.022457142857142856
1140,0.008454720954720954
1141,0.02187683284457478
1142,0.05419372294372294
1143,0.03441881501582993
1144,0.0767080745341615
1145,0.05604329004329005
1146,0.012500000000000002
1147,0.03518518518518518
1148,0.048247642768190706
1149,0.025925324675324674
1150,0.09509209744503863
1151,0.022424242424242423
1152,0.021515151515151515
1153,0.13999999999999999
1154,0.0820618556701031
1155,0.11176470588235296
1156,0.03841269841269841
1157,0.0739227895392279
1158,0.08171428571428571
1159,0.0757659144134554
1160,0.0546957671957672
1161,0.041221033868092685
1162,0.005989583333333333
1163,0.059
1164,0.04955616773798592
1165,0.05681818181818181
1166,0.03893939393939394
1167,0.058888888888888886
1168,0.04961038961038962
1169,0.02727272727272727
1170,0.0653846153846154
1171,0.034223184223184225
1172,0.06476050830889542
1173,0.07695187165775402
1174,0.03558095238095239
1175,0.06414023960535589
1176,0.03493150684931507
1177,0.031080283353010628
1178,0.09547619047619049
1179,0.05434220251293423
1180,0.02757111935683364
1181,0.07097701149425288
1182,0.04173553719008264
1183,0.019274809160305342
1184,0.009454545454545455
1185,0.09691607634789452
1186,0.011904761904761906
1187,0.04754440961337513
1188,0.05288461538461538
1189,0.04488600288600288
1190,0.03464285714285714
1191,
1192,0.02115069615069615
1193,0.031223628691983123
1194,0.03659874608150471
1195,0.04595959595959596
1196,0.004559270516717324
1197,0.04152752009894867
1198,0.047058823529411764
1199,0.022753246753246754
1200,0.03656655844155844
1201,0.04887071651090341
1202,0.028837309262841174
1203,0.03746081504702194
1204,0.04422694094226941
1205,0.075
1206,0.07894736842105263
1207,0.05217917675544795
1208,0.028484848484848484
1209,0.016414481744670424
1210,0.052325688495901274
1211,0.03604651162790698
1212,0.027111436950146627
1213,0.024242424242424242
1214,0.01130952380952381
1215,0.04326298701298702
1216,0.08716536796536797
1217,0.051899044351874556
1218,0.03966686091686093
1219,0.018113790970933828
1220,0.011715943630837247
1221,0.11722524787040917
1222,0.04968085106382979
1223,0.04516441005802708
1224,0.016666666666666666
1225,0.06384615384615384
1226,0.0267016317016317
1227,0.04122844368746008
1228,0.08703703703703704
1229,0.13376623376623378
1230,0.05261562998405103
1231,0.054651162790697684
1232,0.012315270935960592
1233,0.023292682926829268
1234,0.07591892955529321
1235,0.013329928498467826
1236,
1237,0.03494729907773386
1238,0.04691545080433969
1239,0.043613000755857896
1240,0.02368421052631579
1241,0.037398018648018644
1242,0.014119214119214117
1243,0.06577160493827161
1244,0.07903508771929826
1245,0.026979472140762465
1246,0.005405405405405406
1247,0.04642804350121424
1248,0.046556473829201105
1249,0.14285714285714285
1250,0.0432936507936508
1251,0.05888888888888889
1252,0.050355908074028885
1253,0.017737644300144302
1254,0.04051681195516812
1255,
1256,0.06493803000652315
1257,0.03209728867623605
1258,0.07336734693877552
1259,0.08485227272727273
1260,0.06255411255411256
1261,0.02008325008325008
1262,0.03404512154512155
1263,
1264,0.05454545454545454
1265,0.05359683794466403
1266,0.022424242424242423
1267,0.010115830115830116
1268,0.013362068965517242
1269,
1270,0.028808080808080807
1271,0.0
1272,0.033239436619718316
1273,0.034987893462469735
1274,0.009343434343434343
1275,0.06181818181818183
1276,0.031911421911421906
1277,0.040956683068484316
1278,0.03661616161616162
1279,0.09283226352191871
1280,0.0
1281,0.021022727272727273
1282,0.04913844325609031
1283,0.0381269592476489
1284,0.0
1285,0.03214285714285714
1286,0.05032679738562093
1287,0.05670138888888889
1288,0.038279967159277506
1289,0.061122520889962756
1290,0.07508727831308477
1291,0.01904761904761905
1292,0.007343846629560913
1293,0.04791666666666667
1294,0.10683526999316474
1295,0.05304878048780488
1296,0.06310935441370223
1297,
1298,0.04026418786692759
1299,0.06249007936507938
1300,
1301,
1302,0.046888217146837836
1303,0.04966740576496675
1304,0.08582386363636364
1305,0.0
1306,0.04572727272727272
1307,0.025462962962962965
1308,0.0
1309,0.041484848484848486
1310,0.022902236652236653
1311,0.011229508196721312
1312,0.011321155480033986
1313,0.07491496598639456
1314,0.0
1315,0.032784212784212785
1316,0.05490530303030302
1317,
1318,0.08056365403304178
1319,0.05755528255528256
1320,0.06069805194805195
1321,0.01674436674436674
1322,0.061696230598669626
1323,0.027941176470588237
1324,0.028968941111798253
