,description_score
14007,0.04262172284644195
14008,0.03815331010452962
14009,0.033727272727272724
14010,0.01800699300699301
14011,0.05753246753246753
14012,0.040289855072463764
14013,0.01613636363636364
14014,0.07490812629399586
14015,
14016,0.03726919339164237
14017,0.05183752417794971
14018,0.06482683982683983
14019,0.07585377585377585
14020,0.008258426966292134
14021,0.10514485514485514
14022,0.014619047619047618
14023,0.07232142857142856
14024,0.0
14025,0.04718383838383839
14026,0.06222829801777171
14027,0.05244523153614063
14028,0.05094474153297684
14029,0.045559006211180135
14030,0.022276029055690073
14031,0.02232323232323232
14032,0.017499999999999998
14033,0.004525341914722446
14034,0.074
14035,0.04588144963144963
14036,0.053181045145330876
14037,0.044812538651824364
14038,0.06091269841269842
14039,0.06118721461187215
14040,0.022529644268774705
14041,0.03369565217391304
14042,0.038307248307248305
14043,-0.002040816326530612
14044,
14045,
14046,0.02987012987012987
14047,0.05887096774193549
14048,0.044557068947312845
14049,0.09113636363636363
14050,
14051,0.028717948717948718
14052,0.0519607843137255
14053,0.004032976827094474
14054,0.03903508771929824
14055,0.02299145299145299
14056,0.11222222222222222
14057,0.02493112947658402
14058,0.019773809523809523
14059,0.02291666666666667
14060,0.0322008658008658
14061,0.05623272310019299
14062,0.04453917050691245
14063,0.03691166989039329
14064,0.070920278223649
14065,0.21666666666666665
14066,0.0810897435897436
14067,0.039141414141414144
14068,0.08110269360269359
14069,0.011108885703041546
14070,0.1290909090909091
14071,0.049586776859504134
14072,0.0048241852487135506
14073,0.0400170068027211
14074,0.054919142160521475
14075,0.045283873214907705
14076,0.081622435535479
14077,0.02443540669856459
14078,0.054040404040404035
14079,0.027062706270627065
14080,0.011174242424242425
14081,0.08333333333333333
14082,0.00909090909090909
14083,0.07111111111111111
14084,0.018421052631578946
14085,0.049761904761904764
14086,0.03008620689655172
14087,0.07730708874458876
14088,0.062465986394557825
14089,0.049999999999999996
14090,0.06834040546911833
14091,0.059670329670329675
14092,0.04418400028156125
14093,
14094,0.0865967365967366
14095,0.16809523809523808
14096,0.02077922077922078
14097,0.05406260406260407
14098,0.055681818181818186
14099,0.013165266106442575
14100,0.01658823529411765
14101,0.09821428571428571
14102,0.028260869565217388
14103,0.06297208538587848
14104,0.05999999999999999
14105,0.03804861804861805
14106,0.015000000000000001
14107,0.02471264367816092
14108,0.051515151515151514
14109,0.035141843971631205
14110,0.027580033135588697
14111,0.01532258064516129
14112,0.006595365418894831
14113,0.06198447893569845
14114,0.03173813607775873
14115,0.018627450980392157
14116,0.044000819000819
14117,0.03951863354037267
14118,0.07038461538461539
14119,0.060202834799608994
14120,0.029931389365351627
14121,0.05428892095558763
14122,0.05917135961383748
14123,0.11287878787878788
14124,
14125,0.04668489405331511
14126,0.04883116883116883
14127,0.046122448979591835
14128,0.04863945578231293
14129,0.026826156299840514
14130,0.026573426573426574
14131,0.073875
14132,0.042499999999999996
14133,0.03
14134,0.03161764705882353
14135,0.03273776728322183
14136,
14137,0.05925667828106854
14138,0.08494468494468493
14139,0.019367588932806323
14140,0.12843545343545343
14141,0.08474025974025974
14142,0.030612244897959183
14143,0.10540308747855917
14144,0.008015559319907146
14145,0.07854703981464545
14146,0.02949709864603482
14147,0.06277777777777777
14148,0.008008658008658008
14149,0.02265734265734266
14150,0.08750120250120251
14151,0.04953202915228232
14152,0.09
14153,0.03984927194018103
14154,
14155,0.014003673094582187
14156,0.053607503607503604
14157,0.03589981447124305
14158,0.06056049213943951
14159,0.03848133348133349
14160,0.023007518796992484
14161,0.07095030540236019
14162,0.16999999999999998
14163,0.04858312004297407
14164,0.05544679201395619
14165,0.04870554282318988
14166,0.0706423478482302
14167,0.005555555555555556
14168,0.061250000000000006
14169,0.06184798807749627
14170,0.07909090909090909
14171,0.030000000000000002
14172,0.026470588235294114
14173,0.03524720893141946
14174,0.040697674418604654
14175,0.025626959247648903
14176,0.026885724717050016
14177,0.017057416267942584
14178,0.029332527937179102
14179,0.04932253313696612
14180,0.07528886554621847
14181,0.011174242424242425
14182,0.07129083038173949
14183,0.03250428816466552
14184,0.04155844155844155
14185,0.06251352813852813
14186,
14187,0.060940873472519044
14188,0.015797040169133192
14189,
14190,
14191,0.055647382920110185
14192,0.03424086223055295
14193,0.06136266718356271
14194,0.09341926729986433
14195,0.04622615039281706
14196,0.04294585196224541
14197,0.03097724347724348
14198,0.036825710521362694
14199,0.023467432950191575
14200,0.04170995670995671
14201,0.061145942180424934
14202,0.044965367965367965
14203,0.03582815288976427
14204,0.04307359307359307
14205,0.031510015408320484
14206,0.06043466737344288
14207,0.03266666666666666
14208,0.03481624758220503
14209,0.04
14210,0.11222222222222222
14211,0.03759189640768588
14212,0.04002130681818182
14213,0.06697330447330448
14214,0.030347203816591575
14215,0.04430555555555556
14216,0.16095238095238099
14217,0.0
14218,0.11646825396825398
14219,0.029377104377104373
14220,0.04467821067821068
14221,0.09333333333333334
14222,0.015530888030888033
14223,0.03255813953488373
14224,0.044268774703557306
14225,
14226,0.07666666666666666
14227,0.03823529411764706
14228,0.03428238428238428
14229,0.0706423478482302
14230,0.02380952380952381
14231,0.04427751196172249
14232,
14233,0.07368421052631578
14234,0.05928030303030304
14235,0.02606401089547157
14236,0.061250000000000006
14237,0.06854838709677419
14238,0.025142582285439426
14239,0.011715943630837247
14240,0.03513513513513514
14241,
14242,0.040155210643015526
14243,0.08685606060606062
14244,0.08157560829974624
14245,0.03972792440534376
14246,0.035282867817114386
14247,0.06663405088062621
14248,0.16737012987012992
14249,0.024375
14250,
14251,0.05999999999999999
14252,0.05022053418279833
14253,0.031132075471698113
14254,0.14285714285714285
14255,0.040607424071991007
14256,0.019313887171030025
14257,0.005476190476190476
14258,0.019720160791589357
14259,0.04006728778467909
14260,0.02388888888888889
14261,0.06784965034965035
14262,0.09953488372093024
14263,0.03148627593670697
14264,0.028598484848484845
14265,0.023047375160051214
14266,0.03016774891774892
14267,0.05526315789473685
14268,0.08297394429469902
14269,0.04662449619346171
14270,0.059677419354838716
14271,0.020388349514563107
14272,0.0
14273,0.03255934925289764
14274,0.06026592455163884
14275,0.03393333333333333
14276,0.03761501210653753
14277,0.14705882352941177
14278,
14279,0.02177777777777778
14280,0.02447671697671698
14281,0.04636363636363637
14282,0.06564097193129452
14283,0.0754274345183436
14284,0.03814457601222307
14285,0.037793024585477425
14286,0.04826923076923078
14287,0.060476190476190475
14288,0.06945454545454545
14289,0.12901785714285716
14290,0.038003663003663014
14291,0.006198347107438016
14292,0.051758241758241764
14293,0.006153846153846154
14294,0.007908163265306122
14295,0.0882734912146677
14296,0.06392844103687477
14297,
14298,0.02328548644338118
14299,0.10925925925925925
14300,0.043545039435450385
14301,0.07414772727272727
14302,0.048443223443223445
14303,0.022772576260948352
14304,0.05494949494949495
14305,0.06428571428571428
14306,0.03309290920050414
14307,0.09362723214285713
14308,
14309,0.053763440860215055
14310,0.0334703196347032
14311,0.019877049180327868
14312,0.06440264716126787
14313,0.02492997198879552
14314,0.0
14315,0.055257393209200444
14316,0.1103409090909091
14317,0.11366459627329191
14318,0.0485930735930736
14319,0.09791666666666667
14320,0.036022081893641526
14321,0.0029569892473118283
14322,0.05128205128205129
14323,0.027263918252290346
14324,0.02492997198879552
14325,0.03218000904568069
14326,0.05041047440531977
14327,0.04963085399449036
14328,0.07596656217345871
14329,0.03945945945945947
14330,0.11418831168831169
14331,0.055166666666666676
14332,0.030792682926829268
14333,0.06254168273970255
14334,0.04000000000000001
14335,0.018253968253968255
14336,0.06122448979591838
14337,0.015340909090909093
14338,0.03149178863464578
14339,0.08787878787878786
14340,0.06203190013869624
14341,0.022691933916423712
14342,0.03197278911564626
14343,0.10909090909090909
14344,0.032330827067669175
14345,0.00735
14346,0.013399209486166009
14347,0.06405689548546692
14348,0.045969125214408234
14349,
14350,0.05977142857142856
14351,0.028103044496487123
14352,0.0
14353,0.0722077922077922
14354,0.0426614481409002
14355,0.043838383838383836
14356,0.005714285714285714
14357,0.08271915584415584
14358,0.25000000000000006
14359,
14360,0.03130745658835546
14361,0.019871794871794874
14362,0.09572649572649572
14363,0.05361057382333979
14364,0.007424242424242425
14365,0.06027777777777777
14366,0.062177328843995516
14367,0.025270270270270272
14368,0.0662714097496706
14369,0.040340909090909094
14370,0.026139817629179333
14371,0.03447368421052631
14372,0.04395604395604396
14373,0.005515463917525773
14374,0.06666666666666668
14375,0.037873779113448545
14376,0.04717971217971218
14377,0.0413888888888889
14378,0.042595751705921205
14379,0.04533333333333333
14380,
14381,0.04606060606060606
14382,
14383,0.025744843391902215
14384,0.07052022689953724
14385,
14386,0.02578125
14387,0.02481060606060606
14388,0.054255319148936165
14389,0.03898701298701299
14390,0.025595238095238095
14391,0.03523351648351648
14392,0.09999999999999999
14393,0.0075617283950617275
14394,0.07272727272727274
14395,0.046761492475778196
14396,0.04066370223978919
14397,0.05786915683704674
14398,0.06818181818181819
14399,0.028546332894158984
14400,0.035
14401,0.023953823953823956
14402,0.06812341098055384
14403,0.03747354497354498
14404,
14405,0.028498906591690094
14406,0.05588235294117647
14407,0.044557068947312845
14408,0.05901479472908046
14409,
14410,0.09997023809523808
14411,0.0011235955056179778
14412,0.0
14413,0.06286713286713286
14414,0.029655172413793104
14415,0.05693296602387512
14416,0.025307125307125304
14417,0.047058823529411764
14418,
14419,0.009375000000000003
14420,0.030039920159680638
14421,0.09048508569056514
14422,0.010511363636363638
14423,0.07665289256198347
14424,0.024223602484472046
14425,
14426,0.05134336562907991
14427,0.08333333333333333
14428,0.03192389006342494
14429,0.015598086124401915
14430,0.0913059163059163
14431,0.05246153846153846
14432,0.04793911007025761
14433,0.0658605762054038
14434,0.0625
14435,0.1103409090909091
14436,0.0373282967032967
14437,0.042937950937950935
14438,0.04172766627312083
14439,0.08784722222222224
14440,0.07254629629629629
14441,0.037903110635069404
14442,0.05708333333333334
14443,0.010362095531587056
14444,0.04047619047619048
14445,0.03849794238683128
14446,0.032926829268292684
14447,0.05804232804232804
14448,0.015397102897102896
14449,0.0
14450,0.031151515151515152
14451,0.03815517815517815
14452,0.044230769230769226
14453,0.030657783774666894
14454,0.03951548451548452
14455,0.04917267917267917
14456,0.4
14457,0.018434873949579832
14458,0.03954545454545454
14459,0.0500624804748516
14460,0.06666666666666667
14461,0.05698198198198197
14462,0.06045995670995671
14463,0.02825413223140496
14464,0.028387878787878792
14465,0.043406593406593405
14466,0.016180415828303152
14467,0.05009600614439324
14468,0.033752417794970985
14469,0.03649179767600821
14470,0.060724431818181816
14471,0.045403439153439154
14472,0.062441012441012446
14473,0.024025974025974027
14474,0.018504901960784314
14475,0.05629251700680273
14476,
14477,0.09499999999999999
14478,0.07909090909090909
14479,0.0862899262899263
14480,
14481,0.061436480186480194
14482,0.023849765258215964
14483,0.0361369139335241
14484,0.10291125541125543
14485,0.022982954545454546
14486,0.024116581093325283
14487,0.10111111111111112
14488,0.004411764705882353
14489,0.013043478260869565
14490,0.02062937062937063
14491,0.010511363636363636
14492,0.0934430512016719
14493,0.08114285714285714
14494,0.03341151385927505
14495,0.03619047619047619
14496,0.10116383616383616
14497,0.028387878787878792
14498,0.02758220502901354
14499,0.019831834831834833
14500,0.02049742710120069
14501,0.04293126964359841
14502,0.01504702194357367
14503,0.05478110599078342
14504,0.05248144712430428
14505,0.05987460815047021
14506,0.018012422360248446
14507,0.042695351786260875
14508,0.00909090909090909
14509,0.02471264367816092
14510,0.03492063492063492
14511,0.03278006546299229
14512,
14513,0.05890538033395176
14514,0.020910973084886125
14515,0.03140085061137693
14516,0.05674603174603173
14517,0.06464347557204701
14518,
14519,0.03831168831168831
14520,0.040656565656565655
14521,
14522,0.04203887615652322
14523,0.04136977886977887
14524,0.4
14525,0.0043981481481481476
14526,0.009411764705882354
14527,0.038101667309588104
14528,0.040547829751369585
14529,0.04216161616161616
14530,0.04266824085005904
14531,0.03185699974956173
14532,
14533,0.047644250726442516
14534,0.06545454545454546
14535,
14536,0.03879310344827586
14537,0.03991529304029304
14538,0.05111111111111111
14539,0.06257338768287675
14540,0.05164173379363253
14541,0.02921298701298701
14542,0.03608772180200752
14543,0.0526578073089701
14544,0.04429824561403509
14545,0.061635220125786164
14546,0.02378947368421053
14547,0.026364838864838862
14548,0.06016132305194807
14549,0.1259259259259259
14550,0.12848484848484848
14551,0.07673469387755101
14552,0.04
14553,0.02300420168067227
14554,0.017857142857142856
14555,0.043318181818181825
14556,0.023186569528032944
14557,0.065
14558,0.03203399541634836
14559,
14560,0.08597842835130971
14561,0.042036743744060814
14562,0.04926303854875283
14563,0.0378968253968254
14564,0.03297145562770563
14565,0.0475
14566,0.015949119373776906
14567,0.02607709750566893
14568,0.02006827534605312
14569,0.05430050505050505
14570,0.036513909587680075
14571,0.021515151515151515
14572,
14573,0.0504263565891473
14574,0.053815201192250375
14575,0.03255813953488372
14576,0.033495670995670995
14577,0.04244791666666667
14578,0.09193548387096775
14579,0.043512806637806635
14580,0.029931389365351627
14581,0.05401555991178633
14582,0.04
14583,0.0835897435897436
14584,0.025307125307125304
14585,0.031742817788272336
14586,0.07909090909090909
14587,0.036250000000000004
14588,0.05840476190476191
14589,0.052306072306072315
14590,0.049000000000000016
14591,0.04365079365079366
14592,0.07272727272727274
14593,0.03852258852258853
14594,0.05
14595,0.04263305322128852
14596,0.056203931203931204
14597,0.09524999999999999
14598,0.04867230983302412
14599,0.07266666666666667
14600,0.008904761904761905
14601,0.01460348162475822
14602,0.012396694214876032
14603,0.0429679802955665
14604,0.06134751773049645
14605,0.05600000000000001
14606,-0.016666666666666666
14607,0.014710338680926912
14608,0.028347665847665852
14609,0.04284016636957814
14610,0.03922077922077922
14611,0.03867798867798868
14612,0.07603174603174603
14613,0.05498338870431894
14614,0.018928571428571427
14615,0.041891891891891894
14616,0.01848845598845599
14617,0.038445378151260506
14618,0.045074773711137335
14619,0.018628912071535022
14620,0.009040404040404041
14621,0.0
14622,0.06610271546635184
14623,0.06574074074074075
14624,0.05203761755485893
14625,0.03460735171261488
14626,0.024704049844236766
14627,0.03513513513513514
14628,0.026940501359106007
14629,0.033752417794970985
14630,0.037177979253450955
14631,0.07332015810276679
14632,
14633,0.16363636363636366
14634,0.028292682926829273
14635,0.011764705882352941
14636,0.02205284552845528
14637,0.07145600877995245
14638,0.028679653679653676
14639,0.05190018315018315
14640,0.056190476190476187
14641,0.0
14642,0.013477088948787061
14643,0.03598039215686275
14644,0.03506493506493507
14645,0.03278006546299229
14646,0.02443181818181818
14647,0.05042881646655231
14648,0.05057471264367817
14649,0.030506993006993003
14650,0.03506493506493506
14651,0.01129032258064516
14652,0.028646008568288372
14653,0.053571428571428575
14654,0.03583433373349341
14655,0.04425641025641026
14656,0.030735930735930735
14657,0.05140461997019374
14658,0.05878099173553719
14659,0.05955204216073781
14660,
14661,0.030506993006993003
14662,
14663,0.07566585956416465
14664,0.025454545454545452
14665,0.019566267066267063
14666,0.013454545454545455
14667,0.021052631578947368
14668,0.04891304347826087
14669,0.07909090909090909
14670,0.0378968253968254
14671,0.08474025974025974
14672,0.014440993788819875
14673,0.029906462585034016
14674,0.023148148148148147
14675,0.05374229306047487
14676,0.026253186066270175
14677,
14678,0.016713286713286715
14679,0.022839506172839506
14680,0.05643939393939395
14681,0.06272362175976635
14682,
14683,0.07028176501860713
14684,0.07988980716253444
14685,0.05216877019693921
14686,0.03394886363636364
14687,0.10931818181818183
14688,0.05063795853269537
14689,0.0451048951048951
14690,0.016033755274261607
14691,0.0698051948051948
14692,0.04811411992263056
14693,0.028694858860148116
14694,0.1625
14695,0.08453282828282829
14696,0.06217532467532469
14697,0.0496082251082251
14698,0.0347948876520305
14699,0.06578947368421052
14700,0.05859943977591035
14701,0.05716630591630592
14702,0.030792682926829268
14703,0.0624090909090909
14704,0.03333333333333333
14705,0.007033639143730887
14706,0.11268858800773696
14707,0.04303150553150554
14708,0.11496137849079027
14709,0.053255963894261765
14710,0.08539682539682542
14711,0.05420579420579422
14712,0.05539299242424243
14713,0.03233736983736983
14714,
14715,0.026410641597208757
14716,0.0655930735930736
14717,
14718,0.08246225319396053
14719,
14720,0.01983639483639483
14721,0.10295918367346937
14722,0.010183633570730344
14723,0.03733333333333333
14724,0.014285714285714287
14725,0.06785790500579233
14726,0.00375
14727,0.061154598825831706
14728,0.035166793990323394
14729,0.11689814814814817
14730,0.05829516539440204
14731,0.027011494252873563
14732,0.026595744680851064
14733,0.023214285714285715
14734,0.05547889610389611
14735,0.04488425286297627
14736,0.049999999999999996
14737,0.02254007254007254
14738,0.030770676691729323
14739,0.07500000000000001
14740,0.05999651689306862
14741,0.0
14742,0.026559356136820925
14743,0.04547196098920237
14744,0.04131439393939394
14745,0.07024840239125954
14746,0.04820525789118755
14747,0.013131313131313131
14748,0.051256198347107436
14749,0.0
14750,0.07083333333333335
14751,
14752,0.053666198666198664
14753,0.03140085061137693
14754,0.0454985119047619
14755,0.027757387539996237
14756,0.02188449848024316
14757,0.029825347066726376
14758,0.03487179487179488
14759,0.01398432790837854
14760,0.05444444444444445
14761,0.03432539682539683
14762,0.004878048780487805
14763,0.04770440826778855
14764,0.027777777777777776
14765,0.059702853780523694
14766,0.06755102040816327
14767,0.02468354430379747
14768,0.023464458247066944
14769,0.0799043062200957
14770,0.05942727272727273
14771,0.04511562998405103
14772,0.04938217122683142
14773,0.06263038548752835
14774,0.07859025032938079
14775,
14776,
14777,0.06666666666666667
14778,0.05355089355089356
14779,0.04621212121212122
14780,0.041230551626591234
14781,-0.003896103896103896
14782,0.034983766233766235
14783,0.05334295334295334
14784,0.027717391304347826
14785,0.0
14786,0.0
14787,0.048130303030303044
14788,0.004693877551020407
14789,0.07493734335839598
14790,0.016256830601092898
14791,0.01775
14792,0.054574662285505664
14793,0.02492997198879552
14794,0.0287980062750705
14795,0.056818181818181816
14796,0.2833333333333333
14797,
14798,0.06261268143621085
14799,0.03393939393939393
14800,0.04424242424242425
14801,0.04223606723606724
14802,0.06472255017709563
14803,0.03961988304093567
14804,0.034380609228170204
14805,
14806,0.04092650103519669
14807,0.011483253588516748
14808,0.04583333333333333
14809,0.07253968253968254
14810,0.07414772727272727
14811,0.15000000000000002
14812,0.06
14813,0.15092592592592594
14814,0.0
14815,0.032778332778332774
14816,0.1142857142857143
14817,0.01078009828009828
14818,0.03586858685868587
14819,0.0375
14820,0.09624819624819625
14821,0.010918367346938776
14822,0.026783216783216785
14823,0.024242424242424242
14824,0.08155080213903744
14825,0.04770691994572592
14826,0.03442622950819672
14827,0.042285714285714295
14828,0.037337662337662336
14829,0.11785714285714285
14830,0.03890162125456244
14831,0.0063882063882063885
14832,0.0
14833,0.09868421052631579
14834,0.042619880119880126
14835,
14836,0.021258116883116886
14837,0.07329545454545454
14838,0.06514913657770802
14839,0.07645640074211504
14840,0.0
14841,0.071267217630854
14842,0.08602597402597403
14843,0.0465
14844,0.040349143610013176
14845,0.05
14846,0.1103409090909091
14847,0.05072075569358178
14848,0.0825732407127756
14849,0.07125803489439853
14850,0.003931623931623932
14851,0.03514629049111807
14852,0.056388373531230676
14853,0.05410606060606061
14854,0.08135198135198134
14855,0.031379132231404955
14856,0.08493506493506493
14857,
14858,0.07403409090909091
14859,0.0325487012987013
14860,0.02085478158205431
14861,0.06382978723404255
14862,0.030462519936204142
14863,0.042324561403508765
14864,0.07757009345794393
14865,0.04274509803921569
14866,0.1111111111111111
14867,0.05964910089910091
14868,0.043257105213626953
14869,0.0438107822410148
14870,0.04852459016393442
14871,0.012962962962962963
14872,0.023188102220360284
14873,0.0378968253968254
14874,0.06440281030444966
14875,0.059943181818181826
14876,
14877,0.0
14878,0.031140125471676286
14879,0.0896551724137931
14880,0.0
14881,
14882,0.005693069306930693
14883,0.02138047138047138
14884,0.06876456876456878
14885,
14886,0.029936204146730466
14887,0.02261904761904762
14888,0.054537220026350475
14889,0.018320121437004552
14890,0.05942727272727273
14891,0.04945773524720893
14892,0.05331589706589707
14893,0.01322314049586777
14894,0.053094173585976866
14895,0.023396758280479213
14896,0.0717360800119421
14897,0.052716727716727724
14898,0.07375160875160876
14899,0.034314362108479754
14900,0.08750000000000001
14901,0.058975903614457835
14902,0.03333333333333334
14903,
14904,0.024545454545454547
14905,0.03591050693854433
14906,
14907,0.06881374722838139
14908,0.03133333333333334
14909,0.07221000325839035
14910,0.036573322510822515
14911,0.05405982905982906
14912,0.051311188811188804
14913,0.03464123376623377
14914,0.06088608361335636
14915,
14916,0.04780564263322883
14917,0.14375
14918,0.016666666666666666
14919,0.04319201278947042
14920,0.0029761904761904756
14921,0.012658227848101266
14922,0.00909090909090909
14923,
14924,0.09389610389610388
14925,0.061486054928677876
14926,0.03888888888888888
14927,0.060940873472519044
14928,0.04818610634648371
14929,0.04344305120167189
14930,0.16363636363636364
14931,0.013265306122448983
14932,0.039455782312925174
14933,0.029487179487179487
14934,0.020084033613445372
14935,0.04175084175084175
14936,
14937,0.13897959183673467
14938,0.061727994227994236
14939,
14940,0.0429788961038961
14941,0.049362674362674365
14942,0.04051136363636364
14943,0.0032258064516129032
14944,0.06204481792717086
14945,0.03435374149659864
14946,0.04419191919191919
14947,0.03708333333333333
14948,0.04514455782312926
14949,0.0474937343358396
14950,0.029695087521174484
14951,0.04730595530595531
14952,0.01691508104298802
14953,0.030727762803234502
14954,0.03249341238471673
14955,0.040317460317460314
14956,0.05761202450032238
14957,
14958,0.12316017316017316
14959,0.016328502415458936
14960,0.03345959595959595
14961,0.04870783304745569
14962,0.013043478260869565
14963,0.04768796992481203
14964,0.06293706293706294
14965,0.11857142857142858
14966,0.09735101010101012
14967,0.0585817477096547
14968,0.012108843537414968
14969,0.015277777777777779
14970,0.07306717973384644
14971,0.05394557823129252
14972,
14973,0.040843895060762525
14974,0.04608150470219436
14975,0.015909090909090914
14976,0.022222222222222227
14977,0.04
14978,0.03910806174957119
14979,0.08682563338301046
14980,0.14212244897959184
14981,0.03557702460141485
14982,0.0669329573934837
14983,0.046296296296296294
14984,
14985,0.08852415966386555
14986,
14987,0.053869902027796776
14988,0.006036931818181816
14989,0.03516883116883117
14990,0.06883449883449885
14991,0.03788998357963876
14992,0.005104166666666667
14993,0.022727272727272724
14994,0.06995271033314511
14995,0.07305487305487306
14996,0.031506849315068496
14997,0.02402647352647353
14998,
14999,0.08542291042291043
15000,-0.002413793103448276
15001,0.08173669467787115
15002,0.04182795698924731
15003,0.0599905303030303
15004,0.0
15005,
15006,0.0
15007,
15008,0.02251984126984127
15009,0.014624505928853756
15010,0.05695899338756482
15011,0.05493421052631579
15012,0.03639150121908743
15013,0.0371079521079521
15014,0.04461279461279461
15015,0.013877551020408165
15016,0.07859025032938079
15017,0.06867896653610939
15018,0.02742424242424242
15019,0.0173773987206823
15020,0.08785714285714286
15021,
15022,0.04646333804364893
15023,0.0054161344120360515
15024,0.09776785714285717
15025,0.02520889962750428
15026,0.023429752066115698
15027,0.1178999295278365
15028,0.07414772727272727
15029,0.023292682926829268
15030,0.05942727272727273
15031,0.039097744360902256
15032,0.11833333333333335
15033,0.03338744588744589
15034,0.03102400050929463
15035,0.01873178650617675
15036,0.06385073260073261
15037,0.02929292929292929
15038,0.060811849841700585
15039,0.05357745347436068
15040,0.123989898989899
15041,0.015348837209302326
15042,0.06124939874939875
15043,0.04365671641791045
15044,0.046563852813852814
15045,0.018113790970933828
15046,0.06946169772256729
15047,0.026910554234497893
15048,0.06939507860560493
15049,0.03153357281016855
15050,0.042881646655231566
15051,0.012457912457912458
15052,
15053,0.033673469387755096
15054,0.005
15055,0.060830026455026456
15056,0.07018994114499734
15057,0.05388613579403053
15058,
15059,0.05576923076923078
15060,0.059770114942528735
15061,0.04544155844155845
15062,0.0528688064957495
15063,0.03914930555555556
15064,0.029154518950437313
15065,0.05942727272727273
15066,0.03278006546299229
15067,0.051290684624017965
15068,0.046447453255963896
15069,0.015538461538461536
15070,
15071,
15072,0.07439826839826841
15073,0.07127976190476192
15074,0.046256454388984514
15075,0.02487667371388302
15076,0.0
15077,
15078,0.059116789008093355
15079,0.012937062937062937
15080,0.15666666666666665
15081,0.06257855048177628
15082,0.10409090909090911
15083,0.013131313131313131
15084,0.05998719590268887
15085,0.02919337543190754
15086,
15087,0.05104843073593074
15088,0.02454081632653061
15089,0.0696069264069264
15090,0.03880769230769231
15091,0.11538461538461539
15092,0.06252164502164503
15093,0.024569739203885547
15094,0.029498626373626376
15095,0.04861111111111111
15096,0.018652915711739243
15097,0.017214700193423596
15098,0.04446111359904464
15099,0.0
15100,0.05429752066115703
15101,0.09395115753811405
15102,0.04738709052141889
15103,0.04439935064935065
15104,0.05577167019027485
15105,0.06211995733734865
15106,0.04723011363636363
15107,0.024118484255470553
15108,0.0453046953046953
15109,0.029798133776792322
15110,0.007398753894080998
15111,0.03974358974358974
15112,0.06384583158776706
15113,0.03469856459330143
15114,0.07096774193548386
15115,0.041176424382069546
15116,0.048
15117,0.024
15118,0.048793922527688764
15119,0.02607709750566893
15120,0.06322128851540616
15121,
15122,0.030103030303030305
15123,0.07727272727272728
15124,
15125,0.030844155844155844
15126,0.042831057831057825
15127,0.02560975609756097
15128,0.009726533628972652
15129,0.05585137085137085
15130,0.10172413793103449
15131,0.03281796262808921
15132,0.022865013774104683
15133,0.008166666666666666
15134,0.05498168498168498
15135,0.024025974025974027
15136,0.02448717948717949
15137,0.09588514322556876
15138,0.059056956115779644
15139,0.05043290043290044
15140,0.09600044563279857
15141,0.16053246753246755
15142,0.029102715466351826
15143,0.1103409090909091
15144,0.04318181818181818
15145,0.03333333333333333
15146,0.04199242424242424
15147,0.125
15148,0.016666666666666666
15149,0.0
15150,0.040349143610013176
15151,0.036124081910598765
15152,0.05483870967741936
15153,0.04440729483282675
15154,0.050425531914893615
15155,0.04872448979591837
15156,0.034498273262318205
15157,0.029006698897209846
15158,0.07538461538461538
15159,0.07406266050333846
15160,0.015027322404371584
15161,
15162,0.025863746958637475
15163,0.060018643157329285
15164,
15165,0.05532467532467533
15166,0.026410641597208757
15167,0.05604256854256854
15168,0.05674001924001924
15169,0.028691983122362874
15170,0.0037878787878787876
15171,0.06277356902356904
15172,0.022007722007722007
15173,0.036239103362391036
15174,0.11268858800773696
15175,0.04047619047619048
15176,0.057446808510638304
15177,
15178,0.04038461538461539
15179,0.02234848484848485
15180,0.0537797619047619
15181,0.027999999999999997
15182,0.03936535162950258
15183,0.0
15184,0.029516317016317014
15185,
15186,0.029854886897140418
15187,0.04746031746031746
15188,0.06245791245791246
15189,0.00424763206718094
15190,0.0
15191,0.05606278801843318
15192,0.042270408163265306
15193,0.045625000000000006
15194,0.015748393021120296
15195,
15196,
15197,0.03433441558441558
15198,0.028996865203761754
15199,0.05363636363636364
15200,0.07909090909090909
15201,0.054260400616332825
15202,0.01948051948051948
15203,0.025714285714285714
15204,
15205,0.029894179894179893
15206,0.034486166007905134
15207,0.025793650793650796
15208,0.01330383901812473
15209,0.03218390804597701
15210,0.06466666666666668
15211,0.059102715466351825
15212,0.039057765151515156
15213,0.02916666666666666
15214,0.04930555555555556
15215,0.016842105263157894
15216,0.03773784355179704
15217,0.03734402852049911
15218,0.06276456876456876
15219,0.04071146245059288
15220,0.04162561576354679
15221,0.05196660482374769
15222,0.08380952380952382
15223,0.023821548821548817
15224,0.0676672384219554
15225,0.041379310344827586
15226,0.05507111935683364
15227,0.04626436781609195
15228,0.041791044776119404
15229,0.03775510204081632
15230,0.0
15231,0.0277027027027027
15232,0.07362279511533244
15233,0.028688849277084573
15234,0.04071146245059288
15235,
15236,0.16666666666666666
15237,
15238,0.05210203298810894
15239,0.011688311688311689
15240,
15241,0.022999999999999996
15242,0.0
15243,
15244,0.01574074074074074
15245,0.04446154583812812
15246,0.05023720571665777
15247,0.05058333333333334
15248,0.05675675675675676
15249,0.02422725041281743
15250,0.035182926829268296
15251,0.07366071428571427
15252,0.058125
